species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 
ALB,FRE_WHL,TOTAL,EUR_T,EU,MT	3595.781 	2748.449 	3818.048 	3343.547 	3110 	2174 	5043.24 	2620 	3623.65 	2842 	2770 	2229.2103 	: 	: 	: 	: 
ALB,FRE_WHL,TOTAL,EUR_T,MT,MT	3595.781 	2748.449 	3818.048 	3343.547 	3110 	2174 	5043.24 	2620 	3623.65 	2842 	2770 	2229.2103 	: 	: 	: 	: 
ALB,FRE_WHL,TOTAL,EUR_T,TOTAL,MT	3595.781 	2748.449 	3818.048 	3343.547 	3110 	2174 	5043.24 	2620 	3623.65 	2842 	2770 	2229.2103 	: 	: 	: 	: 
ALB,FRE_WHL,TOTAL,TPW,EU,MT	103.601 	3.224 	56.354 	37.181 	62.0243 	29.098 	18.57 	4.9 	2.45 	1.436 	4.7 	1.5 	: 	: 	: 	: 
ALB,FRE_WHL,TOTAL,TPW,MT,MT	103.601 	3.224 	56.354 	37.181 	62.0243 	29.098 	18.57 	4.9 	2.45 	1.436 	4.7 	1.5 	: 	: 	: 	: 
ALB,FRE_WHL,TOTAL,TPW,TOTAL,MT	103.601 	3.224 	56.354 	37.181 	62.0243 	29.098 	18.57 	4.9 	2.45 	1.436 	4.7 	1.5 	: 	: 	: 	: 
ALB,TOTAL,HCN,EUR,EU,MT	372526.5074 	8860.9996 	215162.277 	124316.421 	192895.4841 	63258.9433 	93652.9668 	12838 	8877.9425 	4081.112 	13019 	3343.8155 	: 	: 	: 	: 
ALB,TOTAL,HCN,EUR,MT,MT	372526.5074 	8860.9996 	215162.277 	124316.421 	192895.4841 	63258.9433 	93652.9668 	12838 	8877.9425 	4081.112 	13019 	3343.8155 	: 	: 	: 	: 
ALB,TOTAL,HCN,EUR,TOTAL,MT	372526.5074 	8860.9996 	215162.277 	124316.421 	192895.4841 	63258.9433 	93652.9668 	12838 	8877.9425 	4081.112 	13019 	3343.8155 	: 	: 	: 	: 
ALB,TOTAL,HCN,EUR_T,EU,MT	3595.781 	2748.449 	3818.048 	3343.547 	3110 	2174 	5043.24 	2620 	3623.65 	2842 	2770 	2229.2103 	: 	: 	: 	: 
ALB,TOTAL,HCN,EUR_T,MT,MT	3595.781 	2748.449 	3818.048 	3343.547 	3110 	2174 	5043.24 	2620 	3623.65 	2842 	2770 	2229.2103 	: 	: 	: 	: 
ALB,TOTAL,HCN,EUR_T,TOTAL,MT	3595.781 	2748.449 	3818.048 	3343.547 	3110 	2174 	5043.24 	2620 	3623.65 	2842 	2770 	2229.2103 	: 	: 	: 	: 
ALB,TOTAL,HCN,TPW,EU,MT	103.601 	3.224 	56.354 	37.181 	62.0243 	29.098 	18.57 	4.9 	2.45 	1.436 	4.7 	1.5 	: 	: 	: 	: 
ALB,TOTAL,HCN,TPW,MT,MT	103.601 	3.224 	56.354 	37.181 	62.0243 	29.098 	18.57 	4.9 	2.45 	1.436 	4.7 	1.5 	: 	: 	: 	: 
ALB,TOTAL,HCN,TPW,TOTAL,MT	103.601 	3.224 	56.354 	37.181 	62.0243 	29.098 	18.57 	4.9 	2.45 	1.436 	4.7 	1.5 	: 	: 	: 	: 
ALB,TOTAL,TOTAL,EUR,EU,MT	372526.5074 	8860.9996 	215162.277 	124316.421 	192895.4841 	63258.9433 	93652.9668 	12838 	8877.9425 	4081.112 	13019 	3343.8155 	: 	: 	: 	: 
ALB,TOTAL,TOTAL,EUR,MT,MT	372526.5074 	8860.9996 	215162.277 	124316.421 	192895.4841 	63258.9433 	93652.9668 	12838 	8877.9425 	4081.112 	13019 	3343.8155 	: 	: 	: 	: 
ALB,TOTAL,TOTAL,EUR,TOTAL,MT	372526.5074 	8860.9996 	215162.277 	124316.421 	192895.4841 	63258.9433 	93652.9668 	12838 	8877.9425 	4081.112 	13019 	3343.8155 	: 	: 	: 	: 
ALB,TOTAL,TOTAL,EUR_T,EU,MT	3595.781 	2748.449 	3818.048 	3343.547 	3110 	2174 	5043.24 	2620 	3623.65 	2842 	2770 	2229.2103 	: 	: 	: 	: 
ALB,TOTAL,TOTAL,EUR_T,MT,MT	3595.781 	2748.449 	3818.048 	3343.547 	3110 	2174 	5043.24 	2620 	3623.65 	2842 	2770 	2229.2103 	: 	: 	: 	: 
ALB,TOTAL,TOTAL,EUR_T,TOTAL,MT	3595.781 	2748.449 	3818.048 	3343.547 	3110 	2174 	5043.24 	2620 	3623.65 	2842 	2770 	2229.2103 	: 	: 	: 	: 
ALB,TOTAL,TOTAL,TPW,EU,MT	103.601 	3.224 	56.354 	37.181 	62.0243 	29.098 	18.57 	4.9 	2.45 	1.436 	4.7 	1.5 	: 	: 	: 	: 
ALB,TOTAL,TOTAL,TPW,MT,MT	103.601 	3.224 	56.354 	37.181 	62.0243 	29.098 	18.57 	4.9 	2.45 	1.436 	4.7 	1.5 	: 	: 	: 	: 
ALB,TOTAL,TOTAL,TPW,TOTAL,MT	103.601 	3.224 	56.354 	37.181 	62.0243 	29.098 	18.57 	4.9 	2.45 	1.436 	4.7 	1.5 	: 	: 	: 	: 
ALV,FRE,HCN,EUR,EU,MT	: 	549 	75 	: 	: 	: 	: 	326 	323 	1277.98 	280 	815.2807 	: 	: 	: 	: 
ALV,FRE,HCN,EUR,MT,MT	: 	549 	75 	: 	: 	: 	: 	326 	323 	1277.98 	280 	815.2807 	: 	: 	: 	: 
ALV,FRE,HCN,EUR,TOTAL,MT	: 	549 	75 	: 	: 	: 	: 	326 	323 	1277.98 	280 	815.2807 	: 	: 	: 	: 
ALV,FRE,HCN,EUR_T,EU,MT	: 	2745 	5000 	: 	: 	: 	: 	3260 	3230 	4070 	2800 	4076.4034 	: 	: 	: 	: 
ALV,FRE,HCN,EUR_T,MT,MT	: 	2745 	5000 	: 	: 	: 	: 	3260 	3230 	4070 	2800 	4076.4034 	: 	: 	: 	: 
ALV,FRE,HCN,EUR_T,TOTAL,MT	: 	2745 	5000 	: 	: 	: 	: 	3260 	3230 	4070 	2800 	4076.4034 	: 	: 	: 	: 
ALV,FRE,HCN,TPW,EU,MT	: 	0.2 	0.015 	: 	: 	: 	: 	0.1 	0.1 	0.314 	0.1 	0.2 	: 	: 	: 	: 
ALV,FRE,HCN,TPW,MT,MT	: 	0.2 	0.015 	: 	: 	: 	: 	0.1 	0.1 	0.314 	0.1 	0.2 	: 	: 	: 	: 
ALV,FRE,HCN,TPW,TOTAL,MT	: 	0.2 	0.015 	: 	: 	: 	: 	0.1 	0.1 	0.314 	0.1 	0.2 	: 	: 	: 	: 
ALV,FRE,TOTAL,EUR,EU,MT	: 	549 	75 	: 	: 	: 	: 	326 	323 	1277.98 	280 	815.2807 	: 	: 	: 	: 
ALV,FRE,TOTAL,EUR,MT,MT	: 	549 	75 	: 	: 	: 	: 	326 	323 	1277.98 	280 	815.2807 	: 	: 	: 	: 
ALV,FRE,TOTAL,EUR,TOTAL,MT	: 	549 	75 	: 	: 	: 	: 	326 	323 	1277.98 	280 	815.2807 	: 	: 	: 	: 
ALV,FRE,TOTAL,EUR_T,EU,MT	: 	2745 	5000 	: 	: 	: 	: 	3260 	3230 	4070 	2800 	4076.4034 	: 	: 	: 	: 
ALV,FRE,TOTAL,EUR_T,MT,MT	: 	2745 	5000 	: 	: 	: 	: 	3260 	3230 	4070 	2800 	4076.4034 	: 	: 	: 	: 
ALV,FRE,TOTAL,EUR_T,TOTAL,MT	: 	2745 	5000 	: 	: 	: 	: 	3260 	3230 	4070 	2800 	4076.4034 	: 	: 	: 	: 
ALV,FRE,TOTAL,TPW,EU,MT	: 	0.2 	0.015 	: 	: 	: 	: 	0.1 	0.1 	0.314 	0.1 	0.2 	: 	: 	: 	: 
ALV,FRE,TOTAL,TPW,MT,MT	: 	0.2 	0.015 	: 	: 	: 	: 	0.1 	0.1 	0.314 	0.1 	0.2 	: 	: 	: 	: 
ALV,FRE,TOTAL,TPW,TOTAL,MT	: 	0.2 	0.015 	: 	: 	: 	: 	0.1 	0.1 	0.314 	0.1 	0.2 	: 	: 	: 	: 
ALV,FRE_WHL,HCN,EUR,EU,MT	: 	549 	75 	: 	: 	: 	: 	326 	323 	1277.98 	280 	815.2807 	: 	: 	: 	: 
ALV,FRE_WHL,HCN,EUR,MT,MT	: 	549 	75 	: 	: 	: 	: 	326 	323 	1277.98 	280 	815.2807 	: 	: 	: 	: 
ALV,FRE_WHL,HCN,EUR,TOTAL,MT	: 	549 	75 	: 	: 	: 	: 	326 	323 	1277.98 	280 	815.2807 	: 	: 	: 	: 
ALV,FRE_WHL,HCN,EUR_T,EU,MT	: 	2745 	5000 	: 	: 	: 	: 	3260 	3230 	4070 	2800 	4076.4034 	: 	: 	: 	: 
ALV,FRE_WHL,HCN,EUR_T,MT,MT	: 	2745 	5000 	: 	: 	: 	: 	3260 	3230 	4070 	2800 	4076.4034 	: 	: 	: 	: 
ALV,FRE_WHL,HCN,EUR_T,TOTAL,MT	: 	2745 	5000 	: 	: 	: 	: 	3260 	3230 	4070 	2800 	4076.4034 	: 	: 	: 	: 
ALV,FRE_WHL,HCN,TPW,EU,MT	: 	0.2 	0.015 	: 	: 	: 	: 	0.1 	0.1 	0.314 	0.1 	0.2 	: 	: 	: 	: 
ALV,FRE_WHL,HCN,TPW,MT,MT	: 	0.2 	0.015 	: 	: 	: 	: 	0.1 	0.1 	0.314 	0.1 	0.2 	: 	: 	: 	: 
ALV,FRE_WHL,HCN,TPW,TOTAL,MT	: 	0.2 	0.015 	: 	: 	: 	: 	0.1 	0.1 	0.314 	0.1 	0.2 	: 	: 	: 	: 
ALV,FRE_WHL,TOTAL,EUR,EU,MT	: 	549 	75 	: 	: 	: 	: 	326 	323 	1277.98 	280 	815.2807 	: 	: 	: 	: 
ALV,FRE_WHL,TOTAL,EUR,MT,MT	: 	549 	75 	: 	: 	: 	: 	326 	323 	1277.98 	280 	815.2807 	: 	: 	: 	: 
ALV,FRE_WHL,TOTAL,EUR,TOTAL,MT	: 	549 	75 	: 	: 	: 	: 	326 	323 	1277.98 	280 	815.2807 	: 	: 	: 	: 
ALV,FRE_WHL,TOTAL,EUR_T,EU,MT	: 	2745 	5000 	: 	: 	: 	: 	3260 	3230 	4070 	2800 	4076.4034 	: 	: 	: 	: 
ALV,FRE_WHL,TOTAL,EUR_T,MT,MT	: 	2745 	5000 	: 	: 	: 	: 	3260 	3230 	4070 	2800 	4076.4034 	: 	: 	: 	: 
ALV,FRE_WHL,TOTAL,EUR_T,TOTAL,MT	: 	2745 	5000 	: 	: 	: 	: 	3260 	3230 	4070 	2800 	4076.4034 	: 	: 	: 	: 
ALV,FRE_WHL,TOTAL,TPW,EU,MT	: 	0.2 	0.015 	: 	: 	: 	: 	0.1 	0.1 	0.314 	0.1 	0.2 	: 	: 	: 	: 
ALV,FRE_WHL,TOTAL,TPW,MT,MT	: 	0.2 	0.015 	: 	: 	: 	: 	0.1 	0.1 	0.314 	0.1 	0.2 	: 	: 	: 	: 
ALV,FRE_WHL,TOTAL,TPW,TOTAL,MT	: 	0.2 	0.015 	: 	: 	: 	: 	0.1 	0.1 	0.314 	0.1 	0.2 	: 	: 	: 	: 
ALV,TOTAL,HCN,EUR,EU,MT	: 	549 	75 	: 	: 	: 	: 	326 	323 	1277.98 	280 	815.2807 	: 	: 	: 	: 
ALV,TOTAL,HCN,EUR,MT,MT	: 	549 	75 	: 	: 	: 	: 	326 	323 	1277.98 	280 	815.2807 	: 	: 	: 	: 
ALV,TOTAL,HCN,EUR,TOTAL,MT	: 	549 	75 	: 	: 	: 	: 	326 	323 	1277.98 	280 	815.2807 	: 	: 	: 	: 
ALV,TOTAL,HCN,EUR_T,EU,MT	: 	2745 	5000 	: 	: 	: 	: 	3260 	3230 	4070 	2800 	4076.4034 	: 	: 	: 	: 
ALV,TOTAL,HCN,EUR_T,MT,MT	: 	2745 	5000 	: 	: 	: 	: 	3260 	3230 	4070 	2800 	4076.4034 	: 	: 	: 	: 
ALV,TOTAL,HCN,EUR_T,TOTAL,MT	: 	2745 	5000 	: 	: 	: 	: 	3260 	3230 	4070 	2800 	4076.4034 	: 	: 	: 	: 
ALV,TOTAL,HCN,TPW,EU,MT	: 	0.2 	0.015 	: 	: 	: 	: 	0.1 	0.1 	0.314 	0.1 	0.2 	: 	: 	: 	: 
ALV,TOTAL,HCN,TPW,MT,MT	: 	0.2 	0.015 	: 	: 	: 	: 	0.1 	0.1 	0.314 	0.1 	0.2 	: 	: 	: 	: 
ALV,TOTAL,HCN,TPW,TOTAL,MT	: 	0.2 	0.015 	: 	: 	: 	: 	0.1 	0.1 	0.314 	0.1 	0.2 	: 	: 	: 	: 
ALV,TOTAL,TOTAL,EUR,EU,MT	: 	549 	75 	: 	: 	: 	: 	326 	323 	1277.98 	280 	815.2807 	: 	: 	: 	: 
ALV,TOTAL,TOTAL,EUR,MT,MT	: 	549 	75 	: 	: 	: 	: 	326 	323 	1277.98 	280 	815.2807 	: 	: 	: 	: 
ALV,TOTAL,TOTAL,EUR,TOTAL,MT	: 	549 	75 	: 	: 	: 	: 	326 	323 	1277.98 	280 	815.2807 	: 	: 	: 	: 
ALV,TOTAL,TOTAL,EUR_T,EU,MT	: 	2745 	5000 	: 	: 	: 	: 	3260 	3230 	4070 	2800 	4076.4034 	: 	: 	: 	: 
ALV,TOTAL,TOTAL,EUR_T,MT,MT	: 	2745 	5000 	: 	: 	: 	: 	3260 	3230 	4070 	2800 	4076.4034 	: 	: 	: 	: 
ALV,TOTAL,TOTAL,EUR_T,TOTAL,MT	: 	2745 	5000 	: 	: 	: 	: 	3260 	3230 	4070 	2800 	4076.4034 	: 	: 	: 	: 
ALV,TOTAL,TOTAL,TPW,EU,MT	: 	0.2 	0.015 	: 	: 	: 	: 	0.1 	0.1 	0.314 	0.1 	0.2 	: 	: 	: 	: 
ALV,TOTAL,TOTAL,TPW,MT,MT	: 	0.2 	0.015 	: 	: 	: 	: 	0.1 	0.1 	0.314 	0.1 	0.2 	: 	: 	: 	: 
ALV,TOTAL,TOTAL,TPW,TOTAL,MT	: 	0.2 	0.015 	: 	: 	: 	: 	0.1 	0.1 	0.314 	0.1 	0.2 	: 	: 	: 	: 
AMB,FRE,HCN,EUR,CY,MT	: 	: c	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AMB,FRE,HCN,EUR,EU,MT	91905.1846 	: c	57848.3787 	72116.0329 	: c	33195.0832 	50270.166 	11982.96 	72956.3056 	59842.575 	58502.2 	42539.9489 	23036.3661 	31875.1367 	25871.9615 	25969.1792 
AMB,FRE,HCN,EUR,MT,MT	91905.1846 	35670.9987 	57848.3787 	72116.0329 	86268.6718 	33195.0832 	50270.166 	11982.96 	72956.3056 	59842.575 	58502.2 	42539.9489 	23036.3661 	: 	: 	: 
AMB,FRE,HCN,EUR,TOTAL,MT	91905.1846 	: c	57848.3787 	72116.0329 	: c	33195.0832 	50270.166 	11982.96 	72956.3056 	59842.575 	58502.2 	42539.9489 	23036.3661 	31875.1367 	25871.9615 	25969.1792 
AMB,FRE,HCN,EUR_T,CY,MT	: 	: c	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AMB,FRE,HCN,EUR_T,EU,MT	9180.42 	: c	10690.885 	10084.748 	: c	7629.9171 	8667.27 	7048.8 	6422.21 	9225 	8014 	8180.7594 	6775.4018 	6250.0268 	4703.993 	6492.2948 
AMB,FRE,HCN,EUR_T,MT,MT	9180.42 	7649.796 	10690.885 	10084.748 	8600 	7629.9171 	8667.27 	7048.8 	6422.21 	9225 	8014 	8180.7594 	6775.4018 	: 	: 	: 
AMB,FRE,HCN,EUR_T,TOTAL,MT	9180.42 	: c	10690.885 	10084.748 	: c	7629.9171 	8667.27 	7048.8 	6422.21 	9225 	8014 	8180.7594 	6775.4018 	6250.0268 	4703.993 	6492.2948 
AMB,FRE,HCN,TPW,CY,MT	: 	: c	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AMB,FRE,HCN,TPW,EU,MT	10.011 	: c	5.411 	7.151 	: c	4.3506 	5.8 	1.7 	11.36 	6.487 	7.3 	5.2 	3.4 	5.1 	5.5 	4 
AMB,FRE,HCN,TPW,MT,MT	10.011 	4.663 	5.411 	7.151 	10.0312 	4.3506 	5.8 	1.7 	11.36 	6.487 	7.3 	5.2 	3.4 	: 	: 	: 
AMB,FRE,HCN,TPW,TOTAL,MT	10.011 	: c	5.411 	7.151 	: c	4.3506 	5.8 	1.7 	11.36 	6.487 	7.3 	5.2 	3.4 	5.1 	5.5 	4 
AMB,FRE,TOTAL,EUR,CY,MT	: 	: c	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AMB,FRE,TOTAL,EUR,EU,MT	91905.1846 	: c	57848.3787 	72116.0329 	: c	33195.0832 	50270.166 	11982.96 	72956.3056 	59842.575 	58502.2 	42539.9489 	23036.3661 	31875.1367 	25871.9615 	25969.1792 
AMB,FRE,TOTAL,EUR,MT,MT	91905.1846 	35670.9987 	57848.3787 	72116.0329 	86268.6718 	33195.0832 	50270.166 	11982.96 	72956.3056 	59842.575 	58502.2 	42539.9489 	23036.3661 	: 	: 	: 
AMB,FRE,TOTAL,EUR,TOTAL,MT	91905.1846 	: c	57848.3787 	72116.0329 	: c	33195.0832 	50270.166 	11982.96 	72956.3056 	59842.575 	58502.2 	42539.9489 	23036.3661 	31875.1367 	25871.9615 	25969.1792 
AMB,FRE,TOTAL,EUR_T,CY,MT	: 	: c	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AMB,FRE,TOTAL,EUR_T,EU,MT	9180.42 	: c	10690.885 	10084.748 	: c	7629.9171 	8667.27 	7048.8 	6422.21 	9225 	8014 	8180.7594 	6775.4018 	6250.0268 	4703.993 	6492.2948 
AMB,FRE,TOTAL,EUR_T,MT,MT	9180.42 	7649.796 	10690.885 	10084.748 	8600 	7629.9171 	8667.27 	7048.8 	6422.21 	9225 	8014 	8180.7594 	6775.4018 	: 	: 	: 
AMB,FRE,TOTAL,EUR_T,TOTAL,MT	9180.42 	: c	10690.885 	10084.748 	: c	7629.9171 	8667.27 	7048.8 	6422.21 	9225 	8014 	8180.7594 	6775.4018 	6250.0268 	4703.993 	6492.2948 
AMB,FRE,TOTAL,TPW,CY,MT	: 	: c	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AMB,FRE,TOTAL,TPW,EU,MT	10.011 	: c	5.411 	7.151 	: c	4.3506 	5.8 	1.7 	11.36 	6.487 	7.3 	5.2 	3.4 	5.1 	5.5 	4 
AMB,FRE,TOTAL,TPW,MT,MT	10.011 	4.663 	5.411 	7.151 	10.0312 	4.3506 	5.8 	1.7 	11.36 	6.487 	7.3 	5.2 	3.4 	: 	: 	: 
AMB,FRE,TOTAL,TPW,TOTAL,MT	10.011 	: c	5.411 	7.151 	: c	4.3506 	5.8 	1.7 	11.36 	6.487 	7.3 	5.2 	3.4 	5.1 	5.5 	4 
AMB,FRE_WHL,HCN,EUR,CY,MT	: 	: c	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AMB,FRE_WHL,HCN,EUR,EU,MT	91905.1846 	: c	57848.3787 	72116.0329 	: c	33195.0832 	50270.166 	11982.96 	72956.3056 	59842.575 	58502.2 	42539.9489 	23036.3661 	31875.1367 	25871.9615 	25969.1792 
AMB,FRE_WHL,HCN,EUR,MT,MT	91905.1846 	35670.9987 	57848.3787 	72116.0329 	86268.6718 	33195.0832 	50270.166 	11982.96 	72956.3056 	59842.575 	58502.2 	42539.9489 	23036.3661 	: 	: 	: 
AMB,FRE_WHL,HCN,EUR,TOTAL,MT	91905.1846 	: c	57848.3787 	72116.0329 	: c	33195.0832 	50270.166 	11982.96 	72956.3056 	59842.575 	58502.2 	42539.9489 	23036.3661 	31875.1367 	25871.9615 	25969.1792 
AMB,FRE_WHL,HCN,EUR_T,CY,MT	: 	: c	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AMB,FRE_WHL,HCN,EUR_T,EU,MT	9180.42 	: c	10690.885 	10084.748 	: c	7629.9171 	8667.27 	7048.8 	6422.21 	9225 	8014 	8180.7594 	6775.4018 	6250.0268 	4703.993 	6492.2948 
AMB,FRE_WHL,HCN,EUR_T,MT,MT	9180.42 	7649.796 	10690.885 	10084.748 	8600 	7629.9171 	8667.27 	7048.8 	6422.21 	9225 	8014 	8180.7594 	6775.4018 	: 	: 	: 
AMB,FRE_WHL,HCN,EUR_T,TOTAL,MT	9180.42 	: c	10690.885 	10084.748 	: c	7629.9171 	8667.27 	7048.8 	6422.21 	9225 	8014 	8180.7594 	6775.4018 	6250.0268 	4703.993 	6492.2948 
AMB,FRE_WHL,HCN,TPW,CY,MT	: 	: c	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AMB,FRE_WHL,HCN,TPW,EU,MT	10.011 	: c	5.411 	7.151 	: c	4.3506 	5.8 	1.7 	11.36 	6.487 	7.3 	5.2 	3.4 	5.1 	5.5 	4 
AMB,FRE_WHL,HCN,TPW,MT,MT	10.011 	4.663 	5.411 	7.151 	10.0312 	4.3506 	5.8 	1.7 	11.36 	6.487 	7.3 	5.2 	3.4 	: 	: 	: 
AMB,FRE_WHL,HCN,TPW,TOTAL,MT	10.011 	: c	5.411 	7.151 	: c	4.3506 	5.8 	1.7 	11.36 	6.487 	7.3 	5.2 	3.4 	5.1 	5.5 	4 
AMB,FRE_WHL,TOTAL,EUR,CY,MT	: 	: c	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AMB,FRE_WHL,TOTAL,EUR,EU,MT	91905.1846 	: c	57848.3787 	72116.0329 	: c	33195.0832 	50270.166 	11982.96 	72956.3056 	59842.575 	58502.2 	42539.9489 	23036.3661 	31875.1367 	25871.9615 	25969.1792 
AMB,FRE_WHL,TOTAL,EUR,MT,MT	91905.1846 	35670.9987 	57848.3787 	72116.0329 	86268.6718 	33195.0832 	50270.166 	11982.96 	72956.3056 	59842.575 	58502.2 	42539.9489 	23036.3661 	: 	: 	: 
AMB,FRE_WHL,TOTAL,EUR,TOTAL,MT	91905.1846 	: c	57848.3787 	72116.0329 	: c	33195.0832 	50270.166 	11982.96 	72956.3056 	59842.575 	58502.2 	42539.9489 	23036.3661 	31875.1367 	25871.9615 	25969.1792 
AMB,FRE_WHL,TOTAL,EUR_T,CY,MT	: 	: c	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AMB,FRE_WHL,TOTAL,EUR_T,EU,MT	9180.42 	: c	10690.885 	10084.748 	: c	7629.9171 	8667.27 	7048.8 	6422.21 	9225 	8014 	8180.7594 	6775.4018 	6250.0268 	4703.993 	6492.2948 
AMB,FRE_WHL,TOTAL,EUR_T,MT,MT	9180.42 	7649.796 	10690.885 	10084.748 	8600 	7629.9171 	8667.27 	7048.8 	6422.21 	9225 	8014 	8180.7594 	6775.4018 	: 	: 	: 
AMB,FRE_WHL,TOTAL,EUR_T,TOTAL,MT	9180.42 	: c	10690.885 	10084.748 	: c	7629.9171 	8667.27 	7048.8 	6422.21 	9225 	8014 	8180.7594 	6775.4018 	6250.0268 	4703.993 	6492.2948 
AMB,FRE_WHL,TOTAL,TPW,CY,MT	: 	: c	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AMB,FRE_WHL,TOTAL,TPW,EU,MT	10.011 	: c	5.411 	7.151 	: c	4.3506 	5.8 	1.7 	11.36 	6.487 	7.3 	5.2 	3.4 	5.1 	5.5 	4 
AMB,FRE_WHL,TOTAL,TPW,MT,MT	10.011 	4.663 	5.411 	7.151 	10.0312 	4.3506 	5.8 	1.7 	11.36 	6.487 	7.3 	5.2 	3.4 	: 	: 	: 
AMB,FRE_WHL,TOTAL,TPW,TOTAL,MT	10.011 	: c	5.411 	7.151 	: c	4.3506 	5.8 	1.7 	11.36 	6.487 	7.3 	5.2 	3.4 	5.1 	5.5 	4 
AMB,TOTAL,HCN,EUR,CY,MT	: 	: c	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AMB,TOTAL,HCN,EUR,EU,MT	91905.1846 	: c	57848.3787 	72116.0329 	: c	33195.0832 	50270.166 	11982.96 	72956.3056 	59842.575 	58502.2 	42539.9489 	23036.3661 	31875.1367 	25871.9615 	25969.1792 
AMB,TOTAL,HCN,EUR,MT,MT	91905.1846 	35670.9987 	57848.3787 	72116.0329 	86268.6718 	33195.0832 	50270.166 	11982.96 	72956.3056 	59842.575 	58502.2 	42539.9489 	23036.3661 	: 	: 	: 
AMB,TOTAL,HCN,EUR,TOTAL,MT	91905.1846 	: c	57848.3787 	72116.0329 	: c	33195.0832 	50270.166 	11982.96 	72956.3056 	59842.575 	58502.2 	42539.9489 	23036.3661 	31875.1367 	25871.9615 	25969.1792 
AMB,TOTAL,HCN,EUR_T,CY,MT	: 	: c	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AMB,TOTAL,HCN,EUR_T,EU,MT	9180.42 	: c	10690.885 	10084.748 	: c	7629.9171 	8667.27 	7048.8 	6422.21 	9225 	8014 	8180.7594 	6775.4018 	6250.0268 	4703.993 	6492.2948 
AMB,TOTAL,HCN,EUR_T,MT,MT	9180.42 	7649.796 	10690.885 	10084.748 	8600 	7629.9171 	8667.27 	7048.8 	6422.21 	9225 	8014 	8180.7594 	6775.4018 	: 	: 	: 
AMB,TOTAL,HCN,EUR_T,TOTAL,MT	9180.42 	: c	10690.885 	10084.748 	: c	7629.9171 	8667.27 	7048.8 	6422.21 	9225 	8014 	8180.7594 	6775.4018 	6250.0268 	4703.993 	6492.2948 
AMB,TOTAL,HCN,TPW,CY,MT	: 	: c	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AMB,TOTAL,HCN,TPW,EU,MT	10.011 	: c	5.411 	7.151 	: c	4.3506 	5.8 	1.7 	11.36 	6.487 	7.3 	5.2 	3.4 	5.1 	5.5 	4 
AMB,TOTAL,HCN,TPW,MT,MT	10.011 	4.663 	5.411 	7.151 	10.0312 	4.3506 	5.8 	1.7 	11.36 	6.487 	7.3 	5.2 	3.4 	: 	: 	: 
AMB,TOTAL,HCN,TPW,TOTAL,MT	10.011 	: c	5.411 	7.151 	: c	4.3506 	5.8 	1.7 	11.36 	6.487 	7.3 	5.2 	3.4 	5.1 	5.5 	4 
AMB,TOTAL,TOTAL,EUR,CY,MT	: 	: c	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AMB,TOTAL,TOTAL,EUR,EU,MT	91905.1846 	: c	57848.3787 	72116.0329 	: c	33195.0832 	50270.166 	11982.96 	72956.3056 	59842.575 	58502.2 	42539.9489 	23036.3661 	31875.1367 	25871.9615 	25969.1792 
AMB,TOTAL,TOTAL,EUR,MT,MT	91905.1846 	35670.9987 	57848.3787 	72116.0329 	86268.6718 	33195.0832 	50270.166 	11982.96 	72956.3056 	59842.575 	58502.2 	42539.9489 	23036.3661 	: 	: 	: 
AMB,TOTAL,TOTAL,EUR,TOTAL,MT	91905.1846 	: c	57848.3787 	72116.0329 	: c	33195.0832 	50270.166 	11982.96 	72956.3056 	59842.575 	58502.2 	42539.9489 	23036.3661 	31875.1367 	25871.9615 	25969.1792 
AMB,TOTAL,TOTAL,EUR_T,CY,MT	: 	: c	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
