species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 
AMB,FRE,TOTAL,EUR_T,HR,HR	8731.2151 	8112.81 	6815.9956 	7225.0483 	5959.9838 	6270.1554 	5558.5838 	6096.2495 
AMB,FRE,TOTAL,EUR_T,TOTAL,HR	8731.2151 	8112.81 	6815.9956 	7225.0483 	5959.9838 	6270.1554 	5558.5838 	6096.2495 
AMB,FRE,TOTAL,TPW,EU,HR	20.9 	23.097 	31.3424 	76.7686 	89.9702 	77.25 	28.61 	52.72 
AMB,FRE,TOTAL,TPW,HR,HR	20.9 	23.097 	31.3424 	76.7686 	89.9702 	77.25 	28.61 	52.72 
AMB,FRE,TOTAL,TPW,TOTAL,HR	20.9 	23.097 	31.3424 	76.7686 	89.9702 	77.25 	28.61 	52.72 
AMB,FRE_WHL,HCN,EUR,EU,HR	182482.3956 	187381.4914 	213629.3879 	554656.7707 	536220.6365 	484369.5047 	159031.0825 	321394.2736 
AMB,FRE_WHL,HCN,EUR,HR,HR	182482.3956 	187381.4914 	213629.3879 	554656.7707 	536220.6365 	484369.5047 	159031.0825 	321394.2736 
AMB,FRE_WHL,HCN,EUR,TOTAL,HR	182482.3956 	187381.4914 	213629.3879 	554656.7707 	536220.6365 	484369.5047 	159031.0825 	321394.2736 
AMB,FRE_WHL,HCN,EUR_T,EU,HR	8731.2151 	8112.81 	6815.9956 	7225.0483 	5959.9838 	6270.1554 	5558.5838 	6096.2495 
AMB,FRE_WHL,HCN,EUR_T,HR,HR	8731.2151 	8112.81 	6815.9956 	7225.0483 	5959.9838 	6270.1554 	5558.5838 	6096.2495 
AMB,FRE_WHL,HCN,EUR_T,TOTAL,HR	8731.2151 	8112.81 	6815.9956 	7225.0483 	5959.9838 	6270.1554 	5558.5838 	6096.2495 
AMB,FRE_WHL,HCN,TPW,EU,HR	20.9 	23.097 	31.3424 	76.7686 	89.9702 	77.25 	28.61 	52.72 
AMB,FRE_WHL,HCN,TPW,HR,HR	20.9 	23.097 	31.3424 	76.7686 	89.9702 	77.25 	28.61 	52.72 
AMB,FRE_WHL,HCN,TPW,TOTAL,HR	20.9 	23.097 	31.3424 	76.7686 	89.9702 	77.25 	28.61 	52.72 
AMB,FRE_WHL,TOTAL,EUR,EU,HR	182482.3956 	187381.4914 	213629.3879 	554656.7707 	536220.6365 	484369.5047 	159031.0825 	321394.2736 
AMB,FRE_WHL,TOTAL,EUR,HR,HR	182482.3956 	187381.4914 	213629.3879 	554656.7707 	536220.6365 	484369.5047 	159031.0825 	321394.2736 
AMB,FRE_WHL,TOTAL,EUR,TOTAL,HR	182482.3956 	187381.4914 	213629.3879 	554656.7707 	536220.6365 	484369.5047 	159031.0825 	321394.2736 
AMB,FRE_WHL,TOTAL,EUR_T,EU,HR	8731.2151 	8112.81 	6815.9956 	7225.0483 	5959.9838 	6270.1554 	5558.5838 	6096.2495 
AMB,FRE_WHL,TOTAL,EUR_T,HR,HR	8731.2151 	8112.81 	6815.9956 	7225.0483 	5959.9838 	6270.1554 	5558.5838 	6096.2495 
AMB,FRE_WHL,TOTAL,EUR_T,TOTAL,HR	8731.2151 	8112.81 	6815.9956 	7225.0483 	5959.9838 	6270.1554 	5558.5838 	6096.2495 
AMB,FRE_WHL,TOTAL,TPW,EU,HR	20.9 	23.097 	31.3424 	76.7686 	89.9702 	77.25 	28.61 	52.72 
AMB,FRE_WHL,TOTAL,TPW,HR,HR	20.9 	23.097 	31.3424 	76.7686 	89.9702 	77.25 	28.61 	52.72 
AMB,FRE_WHL,TOTAL,TPW,TOTAL,HR	20.9 	23.097 	31.3424 	76.7686 	89.9702 	77.25 	28.61 	52.72 
AMB,TOTAL,HCN,EUR,EU,HR	182482.3956 	187381.4914 	213629.3879 	554656.7707 	536220.6365 	484369.5047 	159031.0825 	321394.2736 
AMB,TOTAL,HCN,EUR,HR,HR	182482.3956 	187381.4914 	213629.3879 	554656.7707 	536220.6365 	484369.5047 	159031.0825 	321394.2736 
AMB,TOTAL,HCN,EUR,TOTAL,HR	182482.3956 	187381.4914 	213629.3879 	554656.7707 	536220.6365 	484369.5047 	159031.0825 	321394.2736 
AMB,TOTAL,HCN,EUR_T,EU,HR	8731.2151 	8112.81 	6815.9956 	7225.0483 	5959.9838 	6270.1554 	5558.5838 	6096.2495 
AMB,TOTAL,HCN,EUR_T,HR,HR	8731.2151 	8112.81 	6815.9956 	7225.0483 	5959.9838 	6270.1554 	5558.5838 	6096.2495 
AMB,TOTAL,HCN,EUR_T,TOTAL,HR	8731.2151 	8112.81 	6815.9956 	7225.0483 	5959.9838 	6270.1554 	5558.5838 	6096.2495 
AMB,TOTAL,HCN,TPW,EU,HR	20.9 	23.097 	31.3424 	76.7686 	89.9702 	77.25 	28.61 	52.72 
AMB,TOTAL,HCN,TPW,HR,HR	20.9 	23.097 	31.3424 	76.7686 	89.9702 	77.25 	28.61 	52.72 
AMB,TOTAL,HCN,TPW,TOTAL,HR	20.9 	23.097 	31.3424 	76.7686 	89.9702 	77.25 	28.61 	52.72 
AMB,TOTAL,TOTAL,EUR,EU,HR	182482.3956 	187381.4914 	213629.3879 	554656.7707 	536220.6365 	484369.5047 	159031.0825 	321394.2736 
AMB,TOTAL,TOTAL,EUR,HR,HR	182482.3956 	187381.4914 	213629.3879 	554656.7707 	536220.6365 	484369.5047 	159031.0825 	321394.2736 
AMB,TOTAL,TOTAL,EUR,TOTAL,HR	182482.3956 	187381.4914 	213629.3879 	554656.7707 	536220.6365 	484369.5047 	159031.0825 	321394.2736 
AMB,TOTAL,TOTAL,EUR_T,EU,HR	8731.2151 	8112.81 	6815.9956 	7225.0483 	5959.9838 	6270.1554 	5558.5838 	6096.2495 
AMB,TOTAL,TOTAL,EUR_T,HR,HR	8731.2151 	8112.81 	6815.9956 	7225.0483 	5959.9838 	6270.1554 	5558.5838 	6096.2495 
AMB,TOTAL,TOTAL,EUR_T,TOTAL,HR	8731.2151 	8112.81 	6815.9956 	7225.0483 	5959.9838 	6270.1554 	5558.5838 	6096.2495 
AMB,TOTAL,TOTAL,TPW,EU,HR	20.9 	23.097 	31.3424 	76.7686 	89.9702 	77.25 	28.61 	52.72 
AMB,TOTAL,TOTAL,TPW,HR,HR	20.9 	23.097 	31.3424 	76.7686 	89.9702 	77.25 	28.61 	52.72 
AMB,TOTAL,TOTAL,TPW,TOTAL,HR	20.9 	23.097 	31.3424 	76.7686 	89.9702 	77.25 	28.61 	52.72 
ANE,FRE,HCN,EUR,EU,HR	11480514.3213 	10022167.1518 	7780532.9585 	10815624.2274 	7742104.4471 	8549437.9114 	5907273.7135 	13022528.1046 
ANE,FRE,HCN,EUR,HR,HR	11480514.3213 	10022167.1518 	7780532.9585 	10815624.2274 	7742104.4471 	8549437.9114 	5907273.7135 	13022528.1046 
ANE,FRE,HCN,EUR,TOTAL,HR	11480514.3213 	10022167.1518 	7780532.9585 	10815624.2274 	7742104.4471 	8549437.9114 	5907273.7135 	13022528.1046 
ANE,FRE,HCN,EUR_T,EU,HR	866.4016 	921.1812 	944.7228 	845.9527 	764.8158 	925.8821 	712.6049 	908.7243 
ANE,FRE,HCN,EUR_T,HR,HR	866.4016 	921.1812 	944.7228 	845.9527 	764.8158 	925.8821 	712.6049 	908.7243 
ANE,FRE,HCN,EUR_T,TOTAL,HR	866.4016 	921.1812 	944.7228 	845.9527 	764.8158 	925.8821 	712.6049 	908.7243 
ANE,FRE,HCN,TPW,EU,HR	13250.8 	10879.6914 	8235.784 	12785.1406 	10122.8354 	9233.83 	8289.69 	14330.56 
ANE,FRE,HCN,TPW,HR,HR	13250.8 	10879.6914 	8235.784 	12785.1406 	10122.8354 	9233.83 	8289.69 	14330.56 
ANE,FRE,HCN,TPW,TOTAL,HR	13250.8 	10879.6914 	8235.784 	12785.1406 	10122.8354 	9233.83 	8289.69 	14330.56 
ANE,FRE,TOTAL,EUR,EU,HR	11480514.3213 	10022167.1518 	7780532.9585 	10815624.2274 	7742104.4471 	8549437.9114 	5907273.7135 	13022528.1046 
ANE,FRE,TOTAL,EUR,HR,HR	11480514.3213 	10022167.1518 	7780532.9585 	10815624.2274 	7742104.4471 	8549437.9114 	5907273.7135 	13022528.1046 
ANE,FRE,TOTAL,EUR,TOTAL,HR	11480514.3213 	10022167.1518 	7780532.9585 	10815624.2274 	7742104.4471 	8549437.9114 	5907273.7135 	13022528.1046 
ANE,FRE,TOTAL,EUR_T,EU,HR	866.4016 	921.1812 	944.7228 	845.9527 	764.8158 	925.8821 	712.6049 	908.7243 
ANE,FRE,TOTAL,EUR_T,HR,HR	866.4016 	921.1812 	944.7228 	845.9527 	764.8158 	925.8821 	712.6049 	908.7243 
ANE,FRE,TOTAL,EUR_T,TOTAL,HR	866.4016 	921.1812 	944.7228 	845.9527 	764.8158 	925.8821 	712.6049 	908.7243 
ANE,FRE,TOTAL,TPW,EU,HR	13250.8 	10879.6914 	8235.784 	12785.1406 	10122.8354 	9233.83 	8289.69 	14330.56 
ANE,FRE,TOTAL,TPW,HR,HR	13250.8 	10879.6914 	8235.784 	12785.1406 	10122.8354 	9233.83 	8289.69 	14330.56 
ANE,FRE,TOTAL,TPW,TOTAL,HR	13250.8 	10879.6914 	8235.784 	12785.1406 	10122.8354 	9233.83 	8289.69 	14330.56 
ANE,FRE_WHL,HCN,EUR,EU,HR	11480514.3213 	10022167.1518 	7780532.9585 	10815624.2274 	7742104.4471 	8549437.9114 	5907273.7135 	13022528.1046 
ANE,FRE_WHL,HCN,EUR,HR,HR	11480514.3213 	10022167.1518 	7780532.9585 	10815624.2274 	7742104.4471 	8549437.9114 	5907273.7135 	13022528.1046 
ANE,FRE_WHL,HCN,EUR,TOTAL,HR	11480514.3213 	10022167.1518 	7780532.9585 	10815624.2274 	7742104.4471 	8549437.9114 	5907273.7135 	13022528.1046 
ANE,FRE_WHL,HCN,EUR_T,EU,HR	866.4016 	921.1812 	944.7228 	845.9527 	764.8158 	925.8821 	712.6049 	908.7243 
ANE,FRE_WHL,HCN,EUR_T,HR,HR	866.4016 	921.1812 	944.7228 	845.9527 	764.8158 	925.8821 	712.6049 	908.7243 
ANE,FRE_WHL,HCN,EUR_T,TOTAL,HR	866.4016 	921.1812 	944.7228 	845.9527 	764.8158 	925.8821 	712.6049 	908.7243 
ANE,FRE_WHL,HCN,TPW,EU,HR	13250.8 	10879.6914 	8235.784 	12785.1406 	10122.8354 	9233.83 	8289.69 	14330.56 
ANE,FRE_WHL,HCN,TPW,HR,HR	13250.8 	10879.6914 	8235.784 	12785.1406 	10122.8354 	9233.83 	8289.69 	14330.56 
ANE,FRE_WHL,HCN,TPW,TOTAL,HR	13250.8 	10879.6914 	8235.784 	12785.1406 	10122.8354 	9233.83 	8289.69 	14330.56 
ANE,FRE_WHL,TOTAL,EUR,EU,HR	11480514.3213 	10022167.1518 	7780532.9585 	10815624.2274 	7742104.4471 	8549437.9114 	5907273.7135 	13022528.1046 
ANE,FRE_WHL,TOTAL,EUR,HR,HR	11480514.3213 	10022167.1518 	7780532.9585 	10815624.2274 	7742104.4471 	8549437.9114 	5907273.7135 	13022528.1046 
ANE,FRE_WHL,TOTAL,EUR,TOTAL,HR	11480514.3213 	10022167.1518 	7780532.9585 	10815624.2274 	7742104.4471 	8549437.9114 	5907273.7135 	13022528.1046 
ANE,FRE_WHL,TOTAL,EUR_T,EU,HR	866.4016 	921.1812 	944.7228 	845.9527 	764.8158 	925.8821 	712.6049 	908.7243 
ANE,FRE_WHL,TOTAL,EUR_T,HR,HR	866.4016 	921.1812 	944.7228 	845.9527 	764.8158 	925.8821 	712.6049 	908.7243 
ANE,FRE_WHL,TOTAL,EUR_T,TOTAL,HR	866.4016 	921.1812 	944.7228 	845.9527 	764.8158 	925.8821 	712.6049 	908.7243 
ANE,FRE_WHL,TOTAL,TPW,EU,HR	13250.8 	10879.6914 	8235.784 	12785.1406 	10122.8354 	9233.83 	8289.69 	14330.56 
ANE,FRE_WHL,TOTAL,TPW,HR,HR	13250.8 	10879.6914 	8235.784 	12785.1406 	10122.8354 	9233.83 	8289.69 	14330.56 
ANE,FRE_WHL,TOTAL,TPW,TOTAL,HR	13250.8 	10879.6914 	8235.784 	12785.1406 	10122.8354 	9233.83 	8289.69 	14330.56 
ANE,TOTAL,HCN,EUR,EU,HR	11480514.3213 	10022167.1518 	7780532.9585 	10815624.2274 	7742104.4471 	8549437.9114 	5907273.7135 	13022528.1046 
ANE,TOTAL,HCN,EUR,HR,HR	11480514.3213 	10022167.1518 	7780532.9585 	10815624.2274 	7742104.4471 	8549437.9114 	5907273.7135 	13022528.1046 
ANE,TOTAL,HCN,EUR,TOTAL,HR	11480514.3213 	10022167.1518 	7780532.9585 	10815624.2274 	7742104.4471 	8549437.9114 	5907273.7135 	13022528.1046 
ANE,TOTAL,HCN,EUR_T,EU,HR	866.4016 	921.1812 	944.7228 	845.9527 	764.8158 	925.8821 	712.6049 	908.7243 
ANE,TOTAL,HCN,EUR_T,HR,HR	866.4016 	921.1812 	944.7228 	845.9527 	764.8158 	925.8821 	712.6049 	908.7243 
ANE,TOTAL,HCN,EUR_T,TOTAL,HR	866.4016 	921.1812 	944.7228 	845.9527 	764.8158 	925.8821 	712.6049 	908.7243 
ANE,TOTAL,HCN,TPW,EU,HR	13250.8 	10879.6914 	8235.784 	12785.1406 	10122.8354 	9233.83 	8289.69 	14330.56 
ANE,TOTAL,HCN,TPW,HR,HR	13250.8 	10879.6914 	8235.784 	12785.1406 	10122.8354 	9233.83 	8289.69 	14330.56 
ANE,TOTAL,HCN,TPW,TOTAL,HR	13250.8 	10879.6914 	8235.784 	12785.1406 	10122.8354 	9233.83 	8289.69 	14330.56 
ANE,TOTAL,TOTAL,EUR,EU,HR	11480514.3213 	10022167.1518 	7780532.9585 	10815624.2274 	7742104.4471 	8549437.9114 	5907273.7135 	13022528.1046 
ANE,TOTAL,TOTAL,EUR,HR,HR	11480514.3213 	10022167.1518 	7780532.9585 	10815624.2274 	7742104.4471 	8549437.9114 	5907273.7135 	13022528.1046 
ANE,TOTAL,TOTAL,EUR,TOTAL,HR	11480514.3213 	10022167.1518 	7780532.9585 	10815624.2274 	7742104.4471 	8549437.9114 	5907273.7135 	13022528.1046 
ANE,TOTAL,TOTAL,EUR_T,EU,HR	866.4016 	921.1812 	944.7228 	845.9527 	764.8158 	925.8821 	712.6049 	908.7243 
ANE,TOTAL,TOTAL,EUR_T,HR,HR	866.4016 	921.1812 	944.7228 	845.9527 	764.8158 	925.8821 	712.6049 	908.7243 
ANE,TOTAL,TOTAL,EUR_T,TOTAL,HR	866.4016 	921.1812 	944.7228 	845.9527 	764.8158 	925.8821 	712.6049 	908.7243 
ANE,TOTAL,TOTAL,TPW,EU,HR	13250.8 	10879.6914 	8235.784 	12785.1406 	10122.8354 	9233.83 	8289.69 	14330.56 
ANE,TOTAL,TOTAL,TPW,HR,HR	13250.8 	10879.6914 	8235.784 	12785.1406 	10122.8354 	9233.83 	8289.69 	14330.56 
ANE,TOTAL,TOTAL,TPW,TOTAL,HR	13250.8 	10879.6914 	8235.784 	12785.1406 	10122.8354 	9233.83 	8289.69 	14330.56 
ANN,FRE,HCN,EUR,EU,HR	4328.6317 	7506.8326 	5587.2574 	21634.7728 	15433.3352 	19769.1073 	17030.8972 	30225.4342 
ANN,FRE,HCN,EUR,HR,HR	4328.6317 	7506.8326 	5587.2574 	21634.7728 	15433.3352 	19769.1073 	17030.8972 	30225.4342 
ANN,FRE,HCN,EUR,TOTAL,HR	4328.6317 	7506.8326 	5587.2574 	21634.7728 	15433.3352 	19769.1073 	17030.8972 	30225.4342 
ANN,FRE,HCN,EUR_T,EU,HR	2705.3948 	1951.9662 	2021.6877 	1789.6765 	1638.9133 	1827.0894 	1277.6367 	2008.3345 
ANN,FRE,HCN,EUR_T,HR,HR	2705.3948 	1951.9662 	2021.6877 	1789.6765 	1638.9133 	1827.0894 	1277.6367 	2008.3345 
ANN,FRE,HCN,EUR_T,TOTAL,HR	2705.3948 	1951.9662 	2021.6877 	1789.6765 	1638.9133 	1827.0894 	1277.6367 	2008.3345 
ANN,FRE,HCN,TPW,EU,HR	1.6 	3.8458 	2.7637 	12.0887 	9.4168 	10.82 	13.33 	15.05 
ANN,FRE,HCN,TPW,HR,HR	1.6 	3.8458 	2.7637 	12.0887 	9.4168 	10.82 	13.33 	15.05 
ANN,FRE,HCN,TPW,TOTAL,HR	1.6 	3.8458 	2.7637 	12.0887 	9.4168 	10.82 	13.33 	15.05 
ANN,FRE,TOTAL,EUR,EU,HR	4328.6317 	7506.8326 	5587.2574 	21634.7728 	15433.3352 	19769.1073 	17030.8972 	30225.4342 
ANN,FRE,TOTAL,EUR,HR,HR	4328.6317 	7506.8326 	5587.2574 	21634.7728 	15433.3352 	19769.1073 	17030.8972 	30225.4342 
ANN,FRE,TOTAL,EUR,TOTAL,HR	4328.6317 	7506.8326 	5587.2574 	21634.7728 	15433.3352 	19769.1073 	17030.8972 	30225.4342 
ANN,FRE,TOTAL,EUR_T,EU,HR	2705.3948 	1951.9662 	2021.6877 	1789.6765 	1638.9133 	1827.0894 	1277.6367 	2008.3345 
ANN,FRE,TOTAL,EUR_T,HR,HR	2705.3948 	1951.9662 	2021.6877 	1789.6765 	1638.9133 	1827.0894 	1277.6367 	2008.3345 
ANN,FRE,TOTAL,EUR_T,TOTAL,HR	2705.3948 	1951.9662 	2021.6877 	1789.6765 	1638.9133 	1827.0894 	1277.6367 	2008.3345 
ANN,FRE,TOTAL,TPW,EU,HR	1.6 	3.8458 	2.7637 	12.0887 	9.4168 	10.82 	13.33 	15.05 
ANN,FRE,TOTAL,TPW,HR,HR	1.6 	3.8458 	2.7637 	12.0887 	9.4168 	10.82 	13.33 	15.05 
ANN,FRE,TOTAL,TPW,TOTAL,HR	1.6 	3.8458 	2.7637 	12.0887 	9.4168 	10.82 	13.33 	15.05 
ANN,FRE_WHL,HCN,EUR,EU,HR	4328.6317 	7506.8326 	5587.2574 	21634.7728 	15433.3352 	19769.1073 	17030.8972 	30225.4342 
ANN,FRE_WHL,HCN,EUR,HR,HR	4328.6317 	7506.8326 	5587.2574 	21634.7728 	15433.3352 	19769.1073 	17030.8972 	30225.4342 
ANN,FRE_WHL,HCN,EUR,TOTAL,HR	4328.6317 	7506.8326 	5587.2574 	21634.7728 	15433.3352 	19769.1073 	17030.8972 	30225.4342 
ANN,FRE_WHL,HCN,EUR_T,EU,HR	2705.3948 	1951.9662 	2021.6877 	1789.6765 	1638.9133 	1827.0894 	1277.6367 	2008.3345 
ANN,FRE_WHL,HCN,EUR_T,HR,HR	2705.3948 	1951.9662 	2021.6877 	1789.6765 	1638.9133 	1827.0894 	1277.6367 	2008.3345 
ANN,FRE_WHL,HCN,EUR_T,TOTAL,HR	2705.3948 	1951.9662 	2021.6877 	1789.6765 	1638.9133 	1827.0894 	1277.6367 	2008.3345 
ANN,FRE_WHL,HCN,TPW,EU,HR	1.6 	3.8458 	2.7637 	12.0887 	9.4168 	10.82 	13.33 	15.05 
ANN,FRE_WHL,HCN,TPW,HR,HR	1.6 	3.8458 	2.7637 	12.0887 	9.4168 	10.82 	13.33 	15.05 
ANN,FRE_WHL,HCN,TPW,TOTAL,HR	1.6 	3.8458 	2.7637 	12.0887 	9.4168 	10.82 	13.33 	15.05 
ANN,FRE_WHL,TOTAL,EUR,EU,HR	4328.6317 	7506.8326 	5587.2574 	21634.7728 	15433.3352 	19769.1073 	17030.8972 	30225.4342 
ANN,FRE_WHL,TOTAL,EUR,HR,HR	4328.6317 	7506.8326 	5587.2574 	21634.7728 	15433.3352 	19769.1073 	17030.8972 	30225.4342 
ANN,FRE_WHL,TOTAL,EUR,TOTAL,HR	4328.6317 	7506.8326 	5587.2574 	21634.7728 	15433.3352 	19769.1073 	17030.8972 	30225.4342 
ANN,FRE_WHL,TOTAL,EUR_T,EU,HR	2705.3948 	1951.9662 	2021.6877 	1789.6765 	1638.9133 	1827.0894 	1277.6367 	2008.3345 
ANN,FRE_WHL,TOTAL,EUR_T,HR,HR	2705.3948 	1951.9662 	2021.6877 	1789.6765 	1638.9133 	1827.0894 	1277.6367 	2008.3345 
ANN,FRE_WHL,TOTAL,EUR_T,TOTAL,HR	2705.3948 	1951.9662 	2021.6877 	1789.6765 	1638.9133 	1827.0894 	1277.6367 	2008.3345 
ANN,FRE_WHL,TOTAL,TPW,EU,HR	1.6 	3.8458 	2.7637 	12.0887 	9.4168 	10.82 	13.33 	15.05 
ANN,FRE_WHL,TOTAL,TPW,HR,HR	1.6 	3.8458 	2.7637 	12.0887 	9.4168 	10.82 	13.33 	15.05 
ANN,FRE_WHL,TOTAL,TPW,TOTAL,HR	1.6 	3.8458 	2.7637 	12.0887 	9.4168 	10.82 	13.33 	15.05 
ANN,TOTAL,HCN,EUR,EU,HR	4328.6317 	7506.8326 	5587.2574 	21634.7728 	15433.3352 	19769.1073 	17030.8972 	30225.4342 
ANN,TOTAL,HCN,EUR,HR,HR	4328.6317 	7506.8326 	5587.2574 	21634.7728 	15433.3352 	19769.1073 	17030.8972 	30225.4342 
ANN,TOTAL,HCN,EUR,TOTAL,HR	4328.6317 	7506.8326 	5587.2574 	21634.7728 	15433.3352 	19769.1073 	17030.8972 	30225.4342 
ANN,TOTAL,HCN,EUR_T,EU,HR	2705.3948 	1951.9662 	2021.6877 	1789.6765 	1638.9133 	1827.0894 	1277.6367 	2008.3345 
ANN,TOTAL,HCN,EUR_T,HR,HR	2705.3948 	1951.9662 	2021.6877 	1789.6765 	1638.9133 	1827.0894 	1277.6367 	2008.3345 
ANN,TOTAL,HCN,EUR_T,TOTAL,HR	2705.3948 	1951.9662 	2021.6877 	1789.6765 	1638.9133 	1827.0894 	1277.6367 	2008.3345 
ANN,TOTAL,HCN,TPW,EU,HR	1.6 	3.8458 	2.7637 	12.0887 	9.4168 	10.82 	13.33 	15.05 
ANN,TOTAL,HCN,TPW,HR,HR	1.6 	3.8458 	2.7637 	12.0887 	9.4168 	10.82 	13.33 	15.05 
ANN,TOTAL,HCN,TPW,TOTAL,HR	1.6 	3.8458 	2.7637 	12.0887 	9.4168 	10.82 	13.33 	15.05 
ANN,TOTAL,TOTAL,EUR,EU,HR	4328.6317 	7506.8326 	5587.2574 	21634.7728 	15433.3352 	19769.1073 	17030.8972 	30225.4342 
ANN,TOTAL,TOTAL,EUR,HR,HR	4328.6317 	7506.8326 	5587.2574 	21634.7728 	15433.3352 	19769.1073 	17030.8972 	30225.4342 
ANN,TOTAL,TOTAL,EUR,TOTAL,HR	4328.6317 	7506.8326 	5587.2574 	21634.7728 	15433.3352 	19769.1073 	17030.8972 	30225.4342 
ANN,TOTAL,TOTAL,EUR_T,EU,HR	2705.3948 	1951.9662 	2021.6877 	1789.6765 	1638.9133 	1827.0894 	1277.6367 	2008.3345 
ANN,TOTAL,TOTAL,EUR_T,HR,HR	2705.3948 	1951.9662 	2021.6877 	1789.6765 	1638.9133 	1827.0894 	1277.6367 	2008.3345 
ANN,TOTAL,TOTAL,EUR_T,TOTAL,HR	2705.3948 	1951.9662 	2021.6877 	1789.6765 	1638.9133 	1827.0894 	1277.6367 	2008.3345 
ANN,TOTAL,TOTAL,TPW,EU,HR	1.6 	3.8458 	2.7637 	12.0887 	9.4168 	10.82 	13.33 	15.05 
ANN,TOTAL,TOTAL,TPW,HR,HR	1.6 	3.8458 	2.7637 	12.0887 	9.4168 	10.82 	13.33 	15.05 
ANN,TOTAL,TOTAL,TPW,TOTAL,HR	1.6 	3.8458 	2.7637 	12.0887 	9.4168 	10.82 	13.33 	15.05 
ATB,FRE,HCN,EUR,EU,HR	33271.4259 	23792.018 	24948.2895 	43188.6098 	36294.774 	42267.6227 	34542.5232 	22280.0912 
ATB,FRE,HCN,EUR,HR,HR	33271.4259 	23792.018 	24948.2895 	43188.6098 	36294.774 	42267.6227 	34542.5232 	22280.0912 
ATB,FRE,HCN,EUR,TOTAL,HR	33271.4259 	23792.018 	24948.2895 	43188.6098 	36294.774 	42267.6227 	34542.5232 	22280.0912 
ATB,FRE,HCN,EUR_T,EU,HR	4211.5729 	4305.78 	3970.5016 	3805.6031 	3759.562 	3414.186 	3859.4998 	3503.159 
ATB,FRE,HCN,EUR_T,HR,HR	4211.5729 	4305.78 	3970.5016 	3805.6031 	3759.562 	3414.186 	3859.4998 	3503.159 
ATB,FRE,HCN,EUR_T,TOTAL,HR	4211.5729 	4305.78 	3970.5016 	3805.6031 	3759.562 	3414.186 	3859.4998 	3503.159 
ATB,FRE,HCN,TPW,EU,HR	7.9 	5.5256 	6.2834 	11.3487 	9.654 	12.38 	8.95 	6.36 
ATB,FRE,HCN,TPW,HR,HR	7.9 	5.5256 	6.2834 	11.3487 	9.654 	12.38 	8.95 	6.36 
ATB,FRE,HCN,TPW,TOTAL,HR	7.9 	5.5256 	6.2834 	11.3487 	9.654 	12.38 	8.95 	6.36 
ATB,FRE,TOTAL,EUR,EU,HR	33271.4259 	23792.018 	24948.2895 	43188.6098 	36294.774 	42267.6227 	34542.5232 	22280.0912 
ATB,FRE,TOTAL,EUR,HR,HR	33271.4259 	23792.018 	24948.2895 	43188.6098 	36294.774 	42267.6227 	34542.5232 	22280.0912 
ATB,FRE,TOTAL,EUR,TOTAL,HR	33271.4259 	23792.018 	24948.2895 	43188.6098 	36294.774 	42267.6227 	34542.5232 	22280.0912 
ATB,FRE,TOTAL,EUR_T,EU,HR	4211.5729 	4305.78 	3970.5016 	3805.6031 	3759.562 	3414.186 	3859.4998 	3503.159 
ATB,FRE,TOTAL,EUR_T,HR,HR	4211.5729 	4305.78 	3970.5016 	3805.6031 	3759.562 	3414.186 	3859.4998 	3503.159 
ATB,FRE,TOTAL,EUR_T,TOTAL,HR	4211.5729 	4305.78 	3970.5016 	3805.6031 	3759.562 	3414.186 	3859.4998 	3503.159 
ATB,FRE,TOTAL,TPW,EU,HR	7.9 	5.5256 	6.2834 	11.3487 	9.654 	12.38 	8.95 	6.36 
ATB,FRE,TOTAL,TPW,HR,HR	7.9 	5.5256 	6.2834 	11.3487 	9.654 	12.38 	8.95 	6.36 
ATB,FRE,TOTAL,TPW,TOTAL,HR	7.9 	5.5256 	6.2834 	11.3487 	9.654 	12.38 	8.95 	6.36 
ATB,FRE_WHL,HCN,EUR,EU,HR	33271.4259 	23792.018 	24948.2895 	43188.6098 	36294.774 	42267.6227 	34542.5232 	22280.0912 
ATB,FRE_WHL,HCN,EUR,HR,HR	33271.4259 	23792.018 	24948.2895 	43188.6098 	36294.774 	42267.6227 	34542.5232 	22280.0912 
ATB,FRE_WHL,HCN,EUR,TOTAL,HR	33271.4259 	23792.018 	24948.2895 	43188.6098 	36294.774 	42267.6227 	34542.5232 	22280.0912 
ATB,FRE_WHL,HCN,EUR_T,EU,HR	4211.5729 	4305.78 	3970.5016 	3805.6031 	3759.562 	3414.186 	3859.4998 	3503.159 
ATB,FRE_WHL,HCN,EUR_T,HR,HR	4211.5729 	4305.78 	3970.5016 	3805.6031 	3759.562 	3414.186 	3859.4998 	3503.159 
ATB,FRE_WHL,HCN,EUR_T,TOTAL,HR	4211.5729 	4305.78 	3970.5016 	3805.6031 	3759.562 	3414.186 	3859.4998 	3503.159 
ATB,FRE_WHL,HCN,TPW,EU,HR	7.9 	5.5256 	6.2834 	11.3487 	9.654 	12.38 	8.95 	6.36 
ATB,FRE_WHL,HCN,TPW,HR,HR	7.9 	5.5256 	6.2834 	11.3487 	9.654 	12.38 	8.95 	6.36 
ATB,FRE_WHL,HCN,TPW,TOTAL,HR	7.9 	5.5256 	6.2834 	11.3487 	9.654 	12.38 	8.95 	6.36 
