species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 
MSM,FRE_WHL,HCN,EUR_T,EU,RO	1435.3245 	1532.131 e	1191.4306 	1531.9206 	641.3574 	678.8866 	1704.3034 	2123.0922 	2492.7591 	2476.4735 	2851.2464 	2698.4079 	: 
MSM,FRE_WHL,HCN,EUR_T,RO,RO	1435.3245 	1532.131 e	1191.4306 	1531.9206 	641.3574 	678.8866 	1704.3034 	2123.0922 	2492.7591 	2476.4735 	2851.2464 	2698.4079 	: 
MSM,FRE_WHL,HCN,EUR_T,TOTAL,RO	1435.3245 	1532.131 e	1191.4306 	1531.9206 	641.3574 	678.8866 	1704.3034 	2123.0922 	2492.7591 	2476.4735 	2851.2464 	2698.4079 	: 
MSM,FRE_WHL,HCN,TPW,EU,RO	230.57 	142.11 e	67.42 	45.61 	5 	2.888 	2 	1.042 	0.429 	0.5 	0.3 	14 	: 
MSM,FRE_WHL,HCN,TPW,RO,RO	230.57 	142.11 e	67.42 	45.61 	5 	2.888 	2 	1.042 	0.429 	0.5 	0.3 	14 	: 
MSM,FRE_WHL,HCN,TPW,TOTAL,RO	230.57 	142.11 e	67.42 	45.61 	5 	2.888 	2 	1.042 	0.429 	0.5 	0.3 	14 	: 
MSM,FRE_WHL,TOTAL,EUR,EU,RO	330942.77 	217731.1364 e	80326.2511 	69870.8986 	3192.562 	1960.6245 	3408.6068 	2266.148 	1069.3937 	1238.2368 	855.3739 	37777.7106 	: 
MSM,FRE_WHL,TOTAL,EUR,RO,RO	330942.77 	217731.1364 e	80326.2511 	69870.8986 	3192.562 	1960.6245 	3408.6068 	2266.148 	1069.3937 	1238.2368 	855.3739 	37777.7106 	: 
MSM,FRE_WHL,TOTAL,EUR,TOTAL,RO	330942.77 	217731.1364 e	80326.2511 	69870.8986 	3192.562 	1960.6245 	3408.6068 	2266.148 	1069.3937 	1238.2368 	855.3739 	37777.7106 	: 
MSM,FRE_WHL,TOTAL,EUR_T,EU,RO	1435.3245 	1532.131 e	1191.4306 	1531.9206 	638.5124 	678.8866 	1704.3034 	2174.8061 	2492.7591 	2476.4735 	2851.2464 	2698.4079 	: 
MSM,FRE_WHL,TOTAL,EUR_T,RO,RO	1435.3245 	1532.131 e	1191.4306 	1531.9206 	638.5124 	678.8866 	1704.3034 	2174.8061 	2492.7591 	2476.4735 	2851.2464 	2698.4079 	: 
MSM,FRE_WHL,TOTAL,EUR_T,TOTAL,RO	1435.3245 	1532.131 e	1191.4306 	1531.9206 	638.5124 	678.8866 	1704.3034 	2174.8061 	2492.7591 	2476.4735 	2851.2464 	2698.4079 	: 
MSM,FRE_WHL,TOTAL,TPW,EU,RO	230.57 	142.11 e	67.42 	45.61 	5 	2.888 	2 	1.042 	0.429 	0.5 	0.3 	14 	: 
MSM,FRE_WHL,TOTAL,TPW,RO,RO	230.57 	142.11 e	67.42 	45.61 	5 	2.888 	2 	1.042 	0.429 	0.5 	0.3 	14 	: 
MSM,FRE_WHL,TOTAL,TPW,TOTAL,RO	230.57 	142.11 e	67.42 	45.61 	5 	2.888 	2 	1.042 	0.429 	0.5 	0.3 	14 	: 
MSM,TOTAL,HCN,EUR,EU,RO	330942.77 	217731.1364 e	80326.2511 	69870.8986 	3192.562 	1960.6245 	3408.6068 	2266.148 	1069.3937 	1238.2368 	855.3739 	37777.7106 	: 
MSM,TOTAL,HCN,EUR,RO,RO	330942.77 	217731.1364 e	80326.2511 	69870.8986 	3192.562 	1960.6245 	3408.6068 	2266.148 	1069.3937 	1238.2368 	855.3739 	37777.7106 	: 
MSM,TOTAL,HCN,EUR,TOTAL,RO	330942.77 	217731.1364 e	80326.2511 	69870.8986 	3192.562 	1960.6245 	3408.6068 	2266.148 	1069.3937 	1238.2368 	855.3739 	37777.7106 	: 
MSM,TOTAL,HCN,EUR_T,EU,RO	1435.3245 	1532.131 e	1191.4306 	1531.9206 	638.5124 	678.8866 	1704.3034 	2174.8061 	2492.7591 	2476.4735 	2851.2464 	2698.4079 	: 
MSM,TOTAL,HCN,EUR_T,RO,RO	1435.3245 	1532.131 e	1191.4306 	1531.9206 	638.5124 	678.8866 	1704.3034 	2174.8061 	2492.7591 	2476.4735 	2851.2464 	2698.4079 	: 
MSM,TOTAL,HCN,EUR_T,TOTAL,RO	1435.3245 	1532.131 e	1191.4306 	1531.9206 	638.5124 	678.8866 	1704.3034 	2174.8061 	2492.7591 	2476.4735 	2851.2464 	2698.4079 	: 
MSM,TOTAL,HCN,TPW,EU,RO	230.57 	142.11 e	67.42 	45.61 	5 	2.888 	2 	1.042 	0.429 	0.5 	0.3 	14 	: 
MSM,TOTAL,HCN,TPW,RO,RO	230.57 	142.11 e	67.42 	45.61 	5 	2.888 	2 	1.042 	0.429 	0.5 	0.3 	14 	: 
MSM,TOTAL,HCN,TPW,TOTAL,RO	230.57 	142.11 e	67.42 	45.61 	5 	2.888 	2 	1.042 	0.429 	0.5 	0.3 	14 	: 
MSM,TOTAL,TOTAL,EUR,EU,RO	330942.77 	217731.1364 e	80326.2511 	69870.8986 	3192.562 	1960.6245 	3408.6068 	2266.148 	1069.3937 	1238.2368 	855.3739 	37777.7106 	: 
MSM,TOTAL,TOTAL,EUR,RO,RO	330942.77 	217731.1364 e	80326.2511 	69870.8986 	3192.562 	1960.6245 	3408.6068 	2266.148 	1069.3937 	1238.2368 	855.3739 	37777.7106 	: 
MSM,TOTAL,TOTAL,EUR,TOTAL,RO	330942.77 	217731.1364 e	80326.2511 	69870.8986 	3192.562 	1960.6245 	3408.6068 	2266.148 	1069.3937 	1238.2368 	855.3739 	37777.7106 	: 
MSM,TOTAL,TOTAL,EUR_T,EU,RO	1435.3245 	1532.131 e	1191.4306 	1531.9206 	638.5124 	678.8866 	1704.3034 	2174.8061 	2492.7591 	2476.4735 	2851.2464 	2698.4079 	: 
MSM,TOTAL,TOTAL,EUR_T,RO,RO	1435.3245 	1532.131 e	1191.4306 	1531.9206 	638.5124 	678.8866 	1704.3034 	2174.8061 	2492.7591 	2476.4735 	2851.2464 	2698.4079 	: 
MSM,TOTAL,TOTAL,EUR_T,TOTAL,RO	1435.3245 	1532.131 e	1191.4306 	1531.9206 	638.5124 	678.8866 	1704.3034 	2174.8061 	2492.7591 	2476.4735 	2851.2464 	2698.4079 	: 
MSM,TOTAL,TOTAL,TPW,EU,RO	230.57 	142.11 e	67.42 	45.61 	5 	2.888 	2 	1.042 	0.429 	0.5 	0.3 	14 	: 
MSM,TOTAL,TOTAL,TPW,RO,RO	230.57 	142.11 e	67.42 	45.61 	5 	2.888 	2 	1.042 	0.429 	0.5 	0.3 	14 	: 
MSM,TOTAL,TOTAL,TPW,TOTAL,RO	230.57 	142.11 e	67.42 	45.61 	5 	2.888 	2 	1.042 	0.429 	0.5 	0.3 	14 	: 
MUF,FRE,HCN,EUR,EU,RO	: 	1952.7447 e	1429.3248 	1329.8286 	7765.2066 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE,HCN,EUR,RO,RO	: 	1952.7447 e	1429.3248 	1329.8286 	7765.2066 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE,HCN,EUR,TOTAL,RO	: 	1952.7447 e	1429.3248 	1329.8286 	7765.2066 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE,HCN,EUR_T,EU,RO	: 	2830.0648 e	2209.1573 	3934.4041 	3882.6033 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE,HCN,EUR_T,RO,RO	: 	2830.0648 e	2209.1573 	3934.4041 	3882.6033 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE,HCN,EUR_T,TOTAL,RO	: 	2830.0648 e	2209.1573 	3934.4041 	3882.6033 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE,HCN,TPW,EU,RO	: 	0.69 e	0.647 	0.338 	2 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE,HCN,TPW,RO,RO	: 	0.69 e	0.647 	0.338 	2 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE,HCN,TPW,TOTAL,RO	: 	0.69 e	0.647 	0.338 	2 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE,TOTAL,EUR,EU,RO	: 	1952.7447 e	1429.3248 	1329.8286 	7765.2066 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE,TOTAL,EUR,RO,RO	: 	1952.7447 e	1429.3248 	1329.8286 	7765.2066 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE,TOTAL,EUR,TOTAL,RO	: 	1952.7447 e	1429.3248 	1329.8286 	7765.2066 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE,TOTAL,EUR_T,EU,RO	: 	2830.0648 e	2209.1573 	3934.4041 	3882.6033 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE,TOTAL,EUR_T,RO,RO	: 	2830.0648 e	2209.1573 	3934.4041 	3882.6033 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE,TOTAL,EUR_T,TOTAL,RO	: 	2830.0648 e	2209.1573 	3934.4041 	3882.6033 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE,TOTAL,TPW,EU,RO	: 	0.69 e	0.647 	0.338 	2 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE,TOTAL,TPW,RO,RO	: 	0.69 e	0.647 	0.338 	2 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE,TOTAL,TPW,TOTAL,RO	: 	0.69 e	0.647 	0.338 	2 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE_WHL,HCN,EUR,EU,RO	: 	1952.7447 e	1429.3248 	1329.8286 	7799.8064 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE_WHL,HCN,EUR,RO,RO	: 	1952.7447 e	1429.3248 	1329.8286 	7799.8064 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE_WHL,HCN,EUR,TOTAL,RO	: 	1952.7447 e	1429.3248 	1329.8286 	7799.8064 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE_WHL,HCN,EUR_T,EU,RO	: 	2830.0648 e	2209.1573 	3934.4041 	3899.9032 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE_WHL,HCN,EUR_T,RO,RO	: 	2830.0648 e	2209.1573 	3934.4041 	3899.9032 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE_WHL,HCN,EUR_T,TOTAL,RO	: 	2830.0648 e	2209.1573 	3934.4041 	3899.9032 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE_WHL,HCN,TPW,EU,RO	: 	0.69 e	0.647 	0.338 	2 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE_WHL,HCN,TPW,RO,RO	: 	0.69 e	0.647 	0.338 	2 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE_WHL,HCN,TPW,TOTAL,RO	: 	0.69 e	0.647 	0.338 	2 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE_WHL,TOTAL,EUR,EU,RO	: 	1952.7447 e	1429.3248 	1329.8286 	7765.2066 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE_WHL,TOTAL,EUR,RO,RO	: 	1952.7447 e	1429.3248 	1329.8286 	7765.2066 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE_WHL,TOTAL,EUR,TOTAL,RO	: 	1952.7447 e	1429.3248 	1329.8286 	7765.2066 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE_WHL,TOTAL,EUR_T,EU,RO	: 	2830.0648 e	2209.1573 	3934.4041 	3882.6033 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE_WHL,TOTAL,EUR_T,RO,RO	: 	2830.0648 e	2209.1573 	3934.4041 	3882.6033 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE_WHL,TOTAL,EUR_T,TOTAL,RO	: 	2830.0648 e	2209.1573 	3934.4041 	3882.6033 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE_WHL,TOTAL,TPW,EU,RO	: 	0.69 e	0.647 	0.338 	2 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE_WHL,TOTAL,TPW,RO,RO	: 	0.69 e	0.647 	0.338 	2 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,FRE_WHL,TOTAL,TPW,TOTAL,RO	: 	0.69 e	0.647 	0.338 	2 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,TOTAL,HCN,EUR,EU,RO	: 	1952.7447 e	1429.3248 	1329.8286 	7765.2066 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,TOTAL,HCN,EUR,RO,RO	: 	1952.7447 e	1429.3248 	1329.8286 	7765.2066 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,TOTAL,HCN,EUR,TOTAL,RO	: 	1952.7447 e	1429.3248 	1329.8286 	7765.2066 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,TOTAL,HCN,EUR_T,EU,RO	: 	2830.0648 e	2209.1573 	3934.4041 	3882.6033 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,TOTAL,HCN,EUR_T,RO,RO	: 	2830.0648 e	2209.1573 	3934.4041 	3882.6033 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,TOTAL,HCN,EUR_T,TOTAL,RO	: 	2830.0648 e	2209.1573 	3934.4041 	3882.6033 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,TOTAL,HCN,TPW,EU,RO	: 	0.69 e	0.647 	0.338 	2 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,TOTAL,HCN,TPW,RO,RO	: 	0.69 e	0.647 	0.338 	2 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,TOTAL,HCN,TPW,TOTAL,RO	: 	0.69 e	0.647 	0.338 	2 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,TOTAL,TOTAL,EUR,EU,RO	: 	1952.7447 e	1429.3248 	1329.8286 	7765.2066 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,TOTAL,TOTAL,EUR,RO,RO	: 	1952.7447 e	1429.3248 	1329.8286 	7765.2066 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,TOTAL,TOTAL,EUR,TOTAL,RO	: 	1952.7447 e	1429.3248 	1329.8286 	7765.2066 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,TOTAL,TOTAL,EUR_T,EU,RO	: 	2830.0648 e	2209.1573 	3934.4041 	3882.6033 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,TOTAL,TOTAL,EUR_T,RO,RO	: 	2830.0648 e	2209.1573 	3934.4041 	3882.6033 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,TOTAL,TOTAL,EUR_T,TOTAL,RO	: 	2830.0648 e	2209.1573 	3934.4041 	3882.6033 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,TOTAL,TOTAL,TPW,EU,RO	: 	0.69 e	0.647 	0.338 	2 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,TOTAL,TOTAL,TPW,RO,RO	: 	0.69 e	0.647 	0.338 	2 	: 	: 	: 	: 	: 	: 	: 	: 
MUF,TOTAL,TOTAL,TPW,TOTAL,RO	: 	0.69 e	0.647 	0.338 	2 	: 	: 	: 	: 	: 	: 	: 	: 
MUL,FRE,HCN,EUR,EU,RO	416.7383 	1056.0322 e	: 	: 	: 	: 	3218.4424 	10646.3815 	23330.3737 	32293.2148 	20007.6032 	53968.158 	3119.8593 
MUL,FRE,HCN,EUR,RO,RO	416.7383 	1056.0322 e	: 	: 	: 	: 	3218.4424 	10646.3815 	23330.3737 	32293.2148 	20007.6032 	53968.158 	3119.8593 
MUL,FRE,HCN,EUR,TOTAL,RO	416.7383 	1056.0322 e	: 	: 	: 	: 	3218.4424 	10646.3815 	23330.3737 	32293.2148 	20007.6032 	53968.158 	3119.8593 
MUL,FRE,HCN,EUR_T,EU,RO	2778.2553 	2854.1411 e	: 	: 	: 	: 	2475.7249 	2532.4409 	2782.394 	2306.6582 	2500.9504 	2698.4079 	2836.2357 
MUL,FRE,HCN,EUR_T,RO,RO	2778.2553 	2854.1411 e	: 	: 	: 	: 	2475.7249 	2532.4409 	2782.394 	2306.6582 	2500.9504 	2698.4079 	2836.2357 
MUL,FRE,HCN,EUR_T,TOTAL,RO	2778.2553 	2854.1411 e	: 	: 	: 	: 	2475.7249 	2532.4409 	2782.394 	2306.6582 	2500.9504 	2698.4079 	2836.2357 
MUL,FRE,HCN,TPW,EU,RO	0.15 	0.37 e	: 	: 	: 	: 	1.3 	4.204 	8.385 	14 	8 	20 	1.1 
MUL,FRE,HCN,TPW,RO,RO	0.15 	0.37 e	: 	: 	: 	: 	1.3 	4.204 	8.385 	14 	8 	20 	1.1 
MUL,FRE,HCN,TPW,TOTAL,RO	0.15 	0.37 e	: 	: 	: 	: 	1.3 	4.204 	8.385 	14 	8 	20 	1.1 
MUL,FRE,TOTAL,EUR,EU,RO	416.7383 	1056.0322 e	: 	: 	: 	: 	3218.4424 	10646.3815 	23330.3737 	32293.2148 	20007.6032 	53968.158 	3119.8593 
MUL,FRE,TOTAL,EUR,RO,RO	416.7383 	1056.0322 e	: 	: 	: 	: 	3218.4424 	10646.3815 	23330.3737 	32293.2148 	20007.6032 	53968.158 	3119.8593 
MUL,FRE,TOTAL,EUR,TOTAL,RO	416.7383 	1056.0322 e	: 	: 	: 	: 	3218.4424 	10646.3815 	23330.3737 	32293.2148 	20007.6032 	53968.158 	3119.8593 
MUL,FRE,TOTAL,EUR_T,EU,RO	2778.2553 	2854.1411 e	: 	: 	: 	: 	2475.7249 	2532.4409 	2782.394 	2306.6582 	2500.9504 	2698.4079 	2836.2357 
MUL,FRE,TOTAL,EUR_T,RO,RO	2778.2553 	2854.1411 e	: 	: 	: 	: 	2475.7249 	2532.4409 	2782.394 	2306.6582 	2500.9504 	2698.4079 	2836.2357 
MUL,FRE,TOTAL,EUR_T,TOTAL,RO	2778.2553 	2854.1411 e	: 	: 	: 	: 	2475.7249 	2532.4409 	2782.394 	2306.6582 	2500.9504 	2698.4079 	2836.2357 
MUL,FRE,TOTAL,TPW,EU,RO	0.15 	0.37 e	: 	: 	: 	: 	1.3 	4.204 	8.385 	14 	8 	20 	1.1 
MUL,FRE,TOTAL,TPW,RO,RO	0.15 	0.37 e	: 	: 	: 	: 	1.3 	4.204 	8.385 	14 	8 	20 	1.1 
MUL,FRE,TOTAL,TPW,TOTAL,RO	0.15 	0.37 e	: 	: 	: 	: 	1.3 	4.204 	8.385 	14 	8 	20 	1.1 
MUL,FRE_WHL,HCN,EUR,EU,RO	416.7383 	1056.0322 e	: 	: 	: 	: 	3218.4424 	10393.2251 	23330.3737 	32293.2148 	20007.6032 	53968.158 	3119.8593 
MUL,FRE_WHL,HCN,EUR,RO,RO	416.7383 	1056.0322 e	: 	: 	: 	: 	3218.4424 	10393.2251 	23330.3737 	32293.2148 	20007.6032 	53968.158 	3119.8593 
MUL,FRE_WHL,HCN,EUR,TOTAL,RO	416.7383 	1056.0322 e	: 	: 	: 	: 	3218.4424 	10393.2251 	23330.3737 	32293.2148 	20007.6032 	53968.158 	3119.8593 
MUL,FRE_WHL,HCN,EUR_T,EU,RO	2778.2553 	2854.1411 e	: 	: 	: 	: 	2475.7249 	2472.2229 	2782.394 	2306.6582 	2500.9504 	2698.4079 	2836.2357 
MUL,FRE_WHL,HCN,EUR_T,RO,RO	2778.2553 	2854.1411 e	: 	: 	: 	: 	2475.7249 	2472.2229 	2782.394 	2306.6582 	2500.9504 	2698.4079 	2836.2357 
MUL,FRE_WHL,HCN,EUR_T,TOTAL,RO	2778.2553 	2854.1411 e	: 	: 	: 	: 	2475.7249 	2472.2229 	2782.394 	2306.6582 	2500.9504 	2698.4079 	2836.2357 
MUL,FRE_WHL,HCN,TPW,EU,RO	0.15 	0.37 e	: 	: 	: 	: 	1.3 	4.204 	8.385 	14 	8 	20 	1.1 
MUL,FRE_WHL,HCN,TPW,RO,RO	0.15 	0.37 e	: 	: 	: 	: 	1.3 	4.204 	8.385 	14 	8 	20 	1.1 
MUL,FRE_WHL,HCN,TPW,TOTAL,RO	0.15 	0.37 e	: 	: 	: 	: 	1.3 	4.204 	8.385 	14 	8 	20 	1.1 
MUL,FRE_WHL,TOTAL,EUR,EU,RO	416.7383 	1056.0322 e	: 	: 	: 	: 	3218.4424 	10646.3815 	23330.3737 	32293.2148 	20007.6032 	53968.158 	3119.8593 
MUL,FRE_WHL,TOTAL,EUR,RO,RO	416.7383 	1056.0322 e	: 	: 	: 	: 	3218.4424 	10646.3815 	23330.3737 	32293.2148 	20007.6032 	53968.158 	3119.8593 
MUL,FRE_WHL,TOTAL,EUR,TOTAL,RO	416.7383 	1056.0322 e	: 	: 	: 	: 	3218.4424 	10646.3815 	23330.3737 	32293.2148 	20007.6032 	53968.158 	3119.8593 
MUL,FRE_WHL,TOTAL,EUR_T,EU,RO	2778.2553 	2854.1411 e	: 	: 	: 	: 	2475.7249 	2532.4409 	2782.394 	2306.6582 	2500.9504 	2698.4079 	2836.2357 
MUL,FRE_WHL,TOTAL,EUR_T,RO,RO	2778.2553 	2854.1411 e	: 	: 	: 	: 	2475.7249 	2532.4409 	2782.394 	2306.6582 	2500.9504 	2698.4079 	2836.2357 
MUL,FRE_WHL,TOTAL,EUR_T,TOTAL,RO	2778.2553 	2854.1411 e	: 	: 	: 	: 	2475.7249 	2532.4409 	2782.394 	2306.6582 	2500.9504 	2698.4079 	2836.2357 
MUL,FRE_WHL,TOTAL,TPW,EU,RO	0.15 	0.37 e	: 	: 	: 	: 	1.3 	4.204 	8.385 	14 	8 	20 	1.1 
MUL,FRE_WHL,TOTAL,TPW,RO,RO	0.15 	0.37 e	: 	: 	: 	: 	1.3 	4.204 	8.385 	14 	8 	20 	1.1 
MUL,FRE_WHL,TOTAL,TPW,TOTAL,RO	0.15 	0.37 e	: 	: 	: 	: 	1.3 	4.204 	8.385 	14 	8 	20 	1.1 
MUL,TOTAL,HCN,EUR,EU,RO	416.7383 	1056.0322 e	: 	: 	: 	: 	3218.4424 	10646.3815 	23330.3737 	32293.2148 	20007.6032 	53968.158 	3119.8593 
MUL,TOTAL,HCN,EUR,RO,RO	416.7383 	1056.0322 e	: 	: 	: 	: 	3218.4424 	10646.3815 	23330.3737 	32293.2148 	20007.6032 	53968.158 	3119.8593 
MUL,TOTAL,HCN,EUR,TOTAL,RO	416.7383 	1056.0322 e	: 	: 	: 	: 	3218.4424 	10646.3815 	23330.3737 	32293.2148 	20007.6032 	53968.158 	3119.8593 
MUL,TOTAL,HCN,EUR_T,EU,RO	2778.2553 	2854.1411 e	: 	: 	: 	: 	2475.7249 	2532.4409 	2782.394 	2306.6582 	2500.9504 	2698.4079 	2836.2357 
MUL,TOTAL,HCN,EUR_T,RO,RO	2778.2553 	2854.1411 e	: 	: 	: 	: 	2475.7249 	2532.4409 	2782.394 	2306.6582 	2500.9504 	2698.4079 	2836.2357 
MUL,TOTAL,HCN,EUR_T,TOTAL,RO	2778.2553 	2854.1411 e	: 	: 	: 	: 	2475.7249 	2532.4409 	2782.394 	2306.6582 	2500.9504 	2698.4079 	2836.2357 
MUL,TOTAL,HCN,TPW,EU,RO	0.15 	0.37 e	: 	: 	: 	: 	1.3 	4.204 	8.385 	14 	8 	20 	1.1 
MUL,TOTAL,HCN,TPW,RO,RO	0.15 	0.37 e	: 	: 	: 	: 	1.3 	4.204 	8.385 	14 	8 	20 	1.1 
MUL,TOTAL,HCN,TPW,TOTAL,RO	0.15 	0.37 e	: 	: 	: 	: 	1.3 	4.204 	8.385 	14 	8 	20 	1.1 
MUL,TOTAL,TOTAL,EUR,EU,RO	416.7383 	1056.0322 e	: 	: 	: 	: 	3218.4424 	10646.3815 	23330.3737 	32293.2148 	20007.6032 	53968.158 	3119.8593 
MUL,TOTAL,TOTAL,EUR,RO,RO	416.7383 	1056.0322 e	: 	: 	: 	: 	3218.4424 	10646.3815 	23330.3737 	32293.2148 	20007.6032 	53968.158 	3119.8593 
MUL,TOTAL,TOTAL,EUR,TOTAL,RO	416.7383 	1056.0322 e	: 	: 	: 	: 	3218.4424 	10646.3815 	23330.3737 	32293.2148 	20007.6032 	53968.158 	3119.8593 
MUL,TOTAL,TOTAL,EUR_T,EU,RO	2778.2553 	2854.1411 e	: 	: 	: 	: 	2475.7249 	2532.4409 	2782.394 	2306.6582 	2500.9504 	2698.4079 	2836.2357 
MUL,TOTAL,TOTAL,EUR_T,RO,RO	2778.2553 	2854.1411 e	: 	: 	: 	: 	2475.7249 	2532.4409 	2782.394 	2306.6582 	2500.9504 	2698.4079 	2836.2357 
MUL,TOTAL,TOTAL,EUR_T,TOTAL,RO	2778.2553 	2854.1411 e	: 	: 	: 	: 	2475.7249 	2532.4409 	2782.394 	2306.6582 	2500.9504 	2698.4079 	2836.2357 
MUL,TOTAL,TOTAL,TPW,EU,RO	0.15 	0.37 e	: 	: 	: 	: 	1.3 	4.204 	8.385 	14 	8 	20 	1.1 
MUL,TOTAL,TOTAL,TPW,RO,RO	0.15 	0.37 e	: 	: 	: 	: 	1.3 	4.204 	8.385 	14 	8 	20 	1.1 
MUL,TOTAL,TOTAL,TPW,TOTAL,RO	0.15 	0.37 e	: 	: 	: 	: 	1.3 	4.204 	8.385 	14 	8 	20 	1.1 
MUR,FRE,HCN,EUR,EU,RO	: 	: 	: 	: 	: 	: 	1749.1535 	: 	: 	: 	: 	: 	: 
MUR,FRE,HCN,EUR,RO,RO	: 	: 	: 	: 	: 	: 	1749.1535 	: 	: 	: 	: 	: 	: 
MUR,FRE,HCN,EUR,TOTAL,RO	: 	: 	: 	: 	: 	: 	1749.1535 	: 	: 	: 	: 	: 	: 
MUR,FRE,HCN,EUR_T,EU,RO	: 	: 	: 	: 	: 	: 	1345.5027 	: 	: 	: 	: 	: 	: 
MUR,FRE,HCN,EUR_T,RO,RO	: 	: 	: 	: 	: 	: 	1345.5027 	: 	: 	: 	: 	: 	: 
MUR,FRE,HCN,EUR_T,TOTAL,RO	: 	: 	: 	: 	: 	: 	1345.5027 	: 	: 	: 	: 	: 	: 
MUR,FRE,HCN,TPW,EU,RO	: 	: 	: 	: 	: 	: 	1.3 	: 	: 	: 	: 	: 	: 
MUR,FRE,HCN,TPW,RO,RO	: 	: 	: 	: 	: 	: 	1.3 	: 	: 	: 	: 	: 	: 
MUR,FRE,HCN,TPW,TOTAL,RO	: 	: 	: 	: 	: 	: 	1.3 	: 	: 	: 	: 	: 	: 
MUR,FRE,TOTAL,EUR,EU,RO	: 	: 	: 	: 	: 	: 	1749.1535 	: 	: 	: 	: 	: 	: 
MUR,FRE,TOTAL,EUR,RO,RO	: 	: 	: 	: 	: 	: 	1749.1535 	: 	: 	: 	: 	: 	: 
MUR,FRE,TOTAL,EUR,TOTAL,RO	: 	: 	: 	: 	: 	: 	1749.1535 	: 	: 	: 	: 	: 	: 
MUR,FRE,TOTAL,EUR_T,EU,RO	: 	: 	: 	: 	: 	: 	1345.5027 	: 	: 	: 	: 	: 	: 
MUR,FRE,TOTAL,EUR_T,RO,RO	: 	: 	: 	: 	: 	: 	1345.5027 	: 	: 	: 	: 	: 	: 
MUR,FRE,TOTAL,EUR_T,TOTAL,RO	: 	: 	: 	: 	: 	: 	1345.5027 	: 	: 	: 	: 	: 	: 
MUR,FRE,TOTAL,TPW,EU,RO	: 	: 	: 	: 	: 	: 	1.3 	: 	: 	: 	: 	: 	: 
MUR,FRE,TOTAL,TPW,RO,RO	: 	: 	: 	: 	: 	: 	1.3 	: 	: 	: 	: 	: 	: 
