species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 
SPR,FRE,TOTAL,EUR_T,IT,IT	1222 p	2042.3 	1228.1 	1463.6 	702.8 	730 	2066.8 	980.6 	915.9 	1196.4 	1029.7 	946.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,FRE,TOTAL,EUR_T,TOTAL,IT	1222 p	2042.3 	1228.1 	1463.6 	702.8 	730 	2066.8 	980.6 	915.9 	1196.4 	1029.7 	946.6 	1004.04 	986.7606 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,FRE,TOTAL,TPW,EU,IT	156.1 p	67 	54.6 	82.9 	138.8 	97.1 	35.1 	99.7 	163 	123.9 	122 	105.2 	89 	142 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,FRE,TOTAL,TPW,IT,IT	156.1 p	67 	54.6 	82.9 	138.8 	97.1 	35.1 	99.7 	163 	123.9 	122 	105.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,FRE,TOTAL,TPW,TOTAL,IT	156.1 p	67 	54.6 	82.9 	138.8 	97.1 	35.1 	99.7 	163 	123.9 	122 	105.2 	89 	142 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,FRE_WHL,HCN,EUR,EU,IT	190754.2 p	136834.1 	67054.26 	121332.44 	97548.64 	70883 	72544.68 	97765.82 	149291.7 	148233.96 	125623.4 	99582.32 	89359.56 	140120.0052 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,FRE_WHL,HCN,EUR,IT,IT	190754.2 p	136834.1 	67054.26 	121332.44 	97548.64 	70883 	72544.68 	97765.82 	149291.7 	148233.96 	125623.4 	99582.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,FRE_WHL,HCN,EUR,TOTAL,IT	190754.2 p	136834.1 	67054.26 	121332.44 	97548.64 	70883 	72544.68 	97765.82 	149291.7 	148233.96 	125623.4 	99582.32 	89359.56 	140120.0052 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,FRE_WHL,HCN,EUR_T,EU,IT	1222 p	2042.3 	1228.1 	1463.6 	702.8 	730 	2066.8 	980.6 	915.9 	1196.4 	1029.7 	946.6 	1004.04 	986.7606 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,FRE_WHL,HCN,EUR_T,IT,IT	1222 p	2042.3 	1228.1 	1463.6 	702.8 	730 	2066.8 	980.6 	915.9 	1196.4 	1029.7 	946.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,FRE_WHL,HCN,EUR_T,TOTAL,IT	1222 p	2042.3 	1228.1 	1463.6 	702.8 	730 	2066.8 	980.6 	915.9 	1196.4 	1029.7 	946.6 	1004.04 	986.7606 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,FRE_WHL,HCN,TPW,EU,IT	156.1 p	67 	54.6 	82.9 	138.8 	97.1 	35.1 	99.7 	163 	123.9 	122 	105.2 	89 	142 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,FRE_WHL,HCN,TPW,IT,IT	156.1 p	67 	54.6 	82.9 	138.8 	97.1 	35.1 	99.7 	163 	123.9 	122 	105.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,FRE_WHL,HCN,TPW,TOTAL,IT	156.1 p	67 	54.6 	82.9 	138.8 	97.1 	35.1 	99.7 	163 	123.9 	122 	105.2 	89 	142 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,FRE_WHL,TOTAL,EUR,EU,IT	190754.2 p	136834.1 	67054.26 	121332.44 	97548.64 	70883 	72544.68 	97765.82 	149291.7 	148233.96 	125623.4 	99582.32 	89359.56 	140120.0052 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,FRE_WHL,TOTAL,EUR,IT,IT	190754.2 p	136834.1 	67054.26 	121332.44 	97548.64 	70883 	72544.68 	97765.82 	149291.7 	148233.96 	125623.4 	99582.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,FRE_WHL,TOTAL,EUR,TOTAL,IT	190754.2 p	136834.1 	67054.26 	121332.44 	97548.64 	70883 	72544.68 	97765.82 	149291.7 	148233.96 	125623.4 	99582.32 	89359.56 	140120.0052 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,FRE_WHL,TOTAL,EUR_T,EU,IT	1222 p	2042.3 	1228.1 	1463.6 	702.8 	730 	2066.8 	980.6 	915.9 	1196.4 	1029.7 	946.6 	1004.04 	986.7606 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,FRE_WHL,TOTAL,EUR_T,IT,IT	1222 p	2042.3 	1228.1 	1463.6 	702.8 	730 	2066.8 	980.6 	915.9 	1196.4 	1029.7 	946.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,FRE_WHL,TOTAL,EUR_T,TOTAL,IT	1222 p	2042.3 	1228.1 	1463.6 	702.8 	730 	2066.8 	980.6 	915.9 	1196.4 	1029.7 	946.6 	1004.04 	986.7606 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,FRE_WHL,TOTAL,TPW,EU,IT	156.1 p	67 	54.6 	82.9 	138.8 	97.1 	35.1 	99.7 	163 	123.9 	122 	105.2 	89 	142 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,FRE_WHL,TOTAL,TPW,IT,IT	156.1 p	67 	54.6 	82.9 	138.8 	97.1 	35.1 	99.7 	163 	123.9 	122 	105.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,FRE_WHL,TOTAL,TPW,TOTAL,IT	156.1 p	67 	54.6 	82.9 	138.8 	97.1 	35.1 	99.7 	163 	123.9 	122 	105.2 	89 	142 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,TOTAL,HCN,EUR,EU,IT	190754.2 p	136834.1 	67054.26 	121332.44 	97548.64 	70883 	72544.68 	97765.82 	149291.7 	148233.96 	125623.4 	99582.32 	89359.56 	140120.0052 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,TOTAL,HCN,EUR,IT,IT	190754.2 p	136834.1 	67054.26 	121332.44 	97548.64 	70883 	72544.68 	97765.82 	149291.7 	148233.96 	125623.4 	99582.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,TOTAL,HCN,EUR,TOTAL,IT	190754.2 p	136834.1 	67054.26 	121332.44 	97548.64 	70883 	72544.68 	97765.82 	149291.7 	148233.96 	125623.4 	99582.32 	89359.56 	140120.0052 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,TOTAL,HCN,EUR_T,EU,IT	1222 p	2042.3 	1228.1 	1463.6 	702.8 	730 	2066.8 	980.6 	915.9 	1196.4 	1029.7 	946.6 	1004.04 	986.7606 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,TOTAL,HCN,EUR_T,IT,IT	1222 p	2042.3 	1228.1 	1463.6 	702.8 	730 	2066.8 	980.6 	915.9 	1196.4 	1029.7 	946.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,TOTAL,HCN,EUR_T,TOTAL,IT	1222 p	2042.3 	1228.1 	1463.6 	702.8 	730 	2066.8 	980.6 	915.9 	1196.4 	1029.7 	946.6 	1004.04 	986.7606 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,TOTAL,HCN,TPW,EU,IT	156.1 p	67 	54.6 	82.9 	138.8 	97.1 	35.1 	99.7 	163 	123.9 	122 	105.2 	89 	142 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,TOTAL,HCN,TPW,IT,IT	156.1 p	67 	54.6 	82.9 	138.8 	97.1 	35.1 	99.7 	163 	123.9 	122 	105.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,TOTAL,HCN,TPW,TOTAL,IT	156.1 p	67 	54.6 	82.9 	138.8 	97.1 	35.1 	99.7 	163 	123.9 	122 	105.2 	89 	142 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,TOTAL,TOTAL,EUR,EU,IT	190754.2 p	136834.1 	67054.26 	121332.44 	97548.64 	70883 	72544.68 	97765.82 	149291.7 	148233.96 	125623.4 	99582.32 	89359.56 	140120.0052 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,TOTAL,TOTAL,EUR,IT,IT	190754.2 p	136834.1 	67054.26 	121332.44 	97548.64 	70883 	72544.68 	97765.82 	149291.7 	148233.96 	125623.4 	99582.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,TOTAL,TOTAL,EUR,TOTAL,IT	190754.2 p	136834.1 	67054.26 	121332.44 	97548.64 	70883 	72544.68 	97765.82 	149291.7 	148233.96 	125623.4 	99582.32 	89359.56 	140120.0052 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,TOTAL,TOTAL,EUR_T,EU,IT	1222 p	2042.3 	1228.1 	1463.6 	702.8 	730 	2066.8 	980.6 	915.9 	1196.4 	1029.7 	946.6 	1004.04 	986.7606 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,TOTAL,TOTAL,EUR_T,IT,IT	1222 p	2042.3 	1228.1 	1463.6 	702.8 	730 	2066.8 	980.6 	915.9 	1196.4 	1029.7 	946.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,TOTAL,TOTAL,EUR_T,TOTAL,IT	1222 p	2042.3 	1228.1 	1463.6 	702.8 	730 	2066.8 	980.6 	915.9 	1196.4 	1029.7 	946.6 	1004.04 	986.7606 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,TOTAL,TOTAL,TPW,EU,IT	156.1 p	67 	54.6 	82.9 	138.8 	97.1 	35.1 	99.7 	163 	123.9 	122 	105.2 	89 	142 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,TOTAL,TOTAL,TPW,IT,IT	156.1 p	67 	54.6 	82.9 	138.8 	97.1 	35.1 	99.7 	163 	123.9 	122 	105.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPR,TOTAL,TOTAL,TPW,TOTAL,IT	156.1 p	67 	54.6 	82.9 	138.8 	97.1 	35.1 	99.7 	163 	123.9 	122 	105.2 	89 	142 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQC,FRE,HCN,EUR,EU,IT	36261.12 p	464984.1 	: 	6095.05 	25383633.15 	18631939.04 	16894716.79 	25299334.05 	29223719.89 	25705167.51 	26473843.2 	30545127.77 	27443236.5 	27594390.0225 	19474289.929 	19525689.9956 	9852.8136 	23391717.5807 	19053259.6177 	16342485 	18757682 	30099053 	33846367 	30511655 	: 	: 	: 
SQC,FRE,HCN,EUR,IT,IT	36261.12 p	464984.1 	: 	6095.05 	25383633.15 	18631939.04 	16894716.79 	25299334.05 	29223719.89 	25705167.51 	26473843.2 	30545127.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQC,FRE,HCN,EUR,TOTAL,IT	36261.12 p	464984.1 	: 	6095.05 	25383633.15 	18631939.04 	16894716.79 	25299334.05 	29223719.89 	25705167.51 	26473843.2 	30545127.77 	27443236.5 	27594390.0225 	19474289.929 	19525689.9956 	9852.8136 	23391717.5807 	19053259.6177 	16342485 	18757682 	30099053 	33846367 	30511655 	: 	: 	: 
SQC,FRE,HCN,EUR_T,EU,IT	11331.6 p	14440.5 	: 	12190.1 	12121.5 	13756.6 	12625.9 	13624.5 	13039.9 	13995.3 	13881 	14224.9 	13492.25 	11767.3305 	11605.6555 	11884.1692 	5.5384 	10789.5376 	10544.1392 	8912 	8720 	7559 	6560 	5787 	: 	: 	: 
SQC,FRE,HCN,EUR_T,IT,IT	11331.6 p	14440.5 	: 	12190.1 	12121.5 	13756.6 	12625.9 	13624.5 	13039.9 	13995.3 	13881 	14224.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQC,FRE,HCN,EUR_T,TOTAL,IT	11331.6 p	14440.5 	: 	12190.1 	12121.5 	13756.6 	12625.9 	13624.5 	13039.9 	13995.3 	13881 	14224.9 	13492.25 	11767.3305 	11605.6555 	11884.1692 	5.5384 	10789.5376 	10544.1392 	8912 	8720 	7559 	6560 	5787 	: 	: 	: 
SQC,FRE,HCN,TPW,EU,IT	3.2 p	32.2 	: 	0.5 	2094.1 	1354.4 	1338.1 	1856.9 	2241.1 	1836.7 	1907.2 	2147.3 	2034 	2345 	1678 	1643 	1779 	2168 	1807 	1834 	2151 	3982 	5159 	5272 	: 	: 	: 
SQC,FRE,HCN,TPW,IT,IT	3.2 p	32.2 	: 	0.5 	2094.1 	1354.4 	1338.1 	1856.9 	2241.1 	1836.7 	1907.2 	2147.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQC,FRE,HCN,TPW,TOTAL,IT	3.2 p	32.2 	: 	0.5 	2094.1 	1354.4 	1338.1 	1856.9 	2241.1 	1836.7 	1907.2 	2147.3 	2034 	2345 	1678 	1643 	1779 	2168 	1807 	1834 	2151 	3982 	5159 	5272 	: 	: 	: 
SQC,FRE,TOTAL,EUR,EU,IT	36261.12 p	464984.1 	: 	6095.05 	25383633.15 	18631939.04 	16894716.79 	25299334.05 	29223719.89 	25705167.51 	26473843.2 	30545127.77 	27443236.5 	27594390.0225 	19474289.929 	19525689.9956 	9852.8136 	23391717.5807 	19053259.6177 	16342485 	18757682 	30099053 	33846367 	30511655 	: 	: 	: 
SQC,FRE,TOTAL,EUR,IT,IT	36261.12 p	464984.1 	: 	6095.05 	25383633.15 	18631939.04 	16894716.79 	25299334.05 	29223719.89 	25705167.51 	26473843.2 	30545127.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQC,FRE,TOTAL,EUR,TOTAL,IT	36261.12 p	464984.1 	: 	6095.05 	25383633.15 	18631939.04 	16894716.79 	25299334.05 	29223719.89 	25705167.51 	26473843.2 	30545127.77 	27443236.5 	27594390.0225 	19474289.929 	19525689.9956 	9852.8136 	23391717.5807 	19053259.6177 	16342485 	18757682 	30099053 	33846367 	30511655 	: 	: 	: 
SQC,FRE,TOTAL,EUR_T,EU,IT	11331.6 p	14440.5 	: 	12190.1 	12121.5 	13756.6 	12625.9 	13624.5 	13039.9 	13995.3 	13881 	14224.9 	13492.25 	11767.3305 	11605.6555 	11884.1692 	5.5384 	10789.5376 	10544.1392 	8912 	8720 	7559 	6560 	5787 	: 	: 	: 
SQC,FRE,TOTAL,EUR_T,IT,IT	11331.6 p	14440.5 	: 	12190.1 	12121.5 	13756.6 	12625.9 	13624.5 	13039.9 	13995.3 	13881 	14224.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQC,FRE,TOTAL,EUR_T,TOTAL,IT	11331.6 p	14440.5 	: 	12190.1 	12121.5 	13756.6 	12625.9 	13624.5 	13039.9 	13995.3 	13881 	14224.9 	13492.25 	11767.3305 	11605.6555 	11884.1692 	5.5384 	10789.5376 	10544.1392 	8912 	8720 	7559 	6560 	5787 	: 	: 	: 
SQC,FRE,TOTAL,TPW,EU,IT	3.2 p	32.2 	: 	0.5 	2094.1 	1354.4 	1338.1 	1856.9 	2241.1 	1836.7 	1907.2 	2147.3 	2034 	2345 	1678 	1643 	1779 	2168 	1807 	1834 	2151 	3982 	5159 	5272 	: 	: 	: 
SQC,FRE,TOTAL,TPW,IT,IT	3.2 p	32.2 	: 	0.5 	2094.1 	1354.4 	1338.1 	1856.9 	2241.1 	1836.7 	1907.2 	2147.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQC,FRE,TOTAL,TPW,TOTAL,IT	3.2 p	32.2 	: 	0.5 	2094.1 	1354.4 	1338.1 	1856.9 	2241.1 	1836.7 	1907.2 	2147.3 	2034 	2345 	1678 	1643 	1779 	2168 	1807 	1834 	2151 	3982 	5159 	5272 	: 	: 	: 
SQC,FRE_WHL,HCN,EUR,EU,IT	36261.12 p	464984.1 	: 	6095.05 	25383633.15 	18631939.04 	16894716.79 	25299334.05 	29223719.89 	25705167.51 	26473843.2 	30545127.77 	27443236.5 	27594390.0225 	19474289.929 	19525689.9956 	9852.8136 	23391717.5807 	19053259.6177 	: 	: 	: 	: 	: 	: 	: 	: 
SQC,FRE_WHL,HCN,EUR,IT,IT	36261.12 p	464984.1 	: 	6095.05 	25383633.15 	18631939.04 	16894716.79 	25299334.05 	29223719.89 	25705167.51 	26473843.2 	30545127.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQC,FRE_WHL,HCN,EUR,TOTAL,IT	36261.12 p	464984.1 	: 	6095.05 	25383633.15 	18631939.04 	16894716.79 	25299334.05 	29223719.89 	25705167.51 	26473843.2 	30545127.77 	27443236.5 	27594390.0225 	19474289.929 	19525689.9956 	9852.8136 	23391717.5807 	19053259.6177 	: 	: 	: 	: 	: 	: 	: 	: 
SQC,FRE_WHL,HCN,EUR_T,EU,IT	11331.6 p	14440.5 	: 	12190.1 	12121.5 	13756.6 	12625.9 	13624.5 	13039.9 	13995.3 	13881 	14224.9 	13492.25 	11767.3305 	11605.6555 	11884.1692 	5.5384 	10789.5376 	10544.1392 	: 	: 	: 	: 	: 	: 	: 	: 
SQC,FRE_WHL,HCN,EUR_T,IT,IT	11331.6 p	14440.5 	: 	12190.1 	12121.5 	13756.6 	12625.9 	13624.5 	13039.9 	13995.3 	13881 	14224.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQC,FRE_WHL,HCN,EUR_T,TOTAL,IT	11331.6 p	14440.5 	: 	12190.1 	12121.5 	13756.6 	12625.9 	13624.5 	13039.9 	13995.3 	13881 	14224.9 	13492.25 	11767.3305 	11605.6555 	11884.1692 	5.5384 	10789.5376 	10544.1392 	: 	: 	: 	: 	: 	: 	: 	: 
SQC,FRE_WHL,HCN,TPW,EU,IT	3.2 p	32.2 	: 	0.5 	2094.1 	1354.4 	1338.1 	1856.9 	2241.1 	1836.7 	1907.2 	2147.3 	2034 	2345 	1678 	1643 	1779 	2168 	1807 	: 	: 	: 	: 	: 	: 	: 	: 
SQC,FRE_WHL,HCN,TPW,IT,IT	3.2 p	32.2 	: 	0.5 	2094.1 	1354.4 	1338.1 	1856.9 	2241.1 	1836.7 	1907.2 	2147.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQC,FRE_WHL,HCN,TPW,TOTAL,IT	3.2 p	32.2 	: 	0.5 	2094.1 	1354.4 	1338.1 	1856.9 	2241.1 	1836.7 	1907.2 	2147.3 	2034 	2345 	1678 	1643 	1779 	2168 	1807 	: 	: 	: 	: 	: 	: 	: 	: 
SQC,FRE_WHL,TOTAL,EUR,EU,IT	36261.12 p	464984.1 	: 	6095.05 	25383633.15 	18631939.04 	16894716.79 	25299334.05 	29223719.89 	25705167.51 	26473843.2 	30545127.77 	27443236.5 	27594390.0225 	19474289.929 	19525689.9956 	9852.8136 	23391717.5807 	19053259.6177 	: 	: 	: 	: 	: 	: 	: 	: 
SQC,FRE_WHL,TOTAL,EUR,IT,IT	36261.12 p	464984.1 	: 	6095.05 	25383633.15 	18631939.04 	16894716.79 	25299334.05 	29223719.89 	25705167.51 	26473843.2 	30545127.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQC,FRE_WHL,TOTAL,EUR,TOTAL,IT	36261.12 p	464984.1 	: 	6095.05 	25383633.15 	18631939.04 	16894716.79 	25299334.05 	29223719.89 	25705167.51 	26473843.2 	30545127.77 	27443236.5 	27594390.0225 	19474289.929 	19525689.9956 	9852.8136 	23391717.5807 	19053259.6177 	: 	: 	: 	: 	: 	: 	: 	: 
SQC,FRE_WHL,TOTAL,EUR_T,EU,IT	11331.6 p	14440.5 	: 	12190.1 	12121.5 	13756.6 	12625.9 	13624.5 	13039.9 	13995.3 	13881 	14224.9 	13492.25 	11767.3305 	11605.6555 	11884.1692 	5.5384 	10789.5376 	10544.1392 	: 	: 	: 	: 	: 	: 	: 	: 
SQC,FRE_WHL,TOTAL,EUR_T,IT,IT	11331.6 p	14440.5 	: 	12190.1 	12121.5 	13756.6 	12625.9 	13624.5 	13039.9 	13995.3 	13881 	14224.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQC,FRE_WHL,TOTAL,EUR_T,TOTAL,IT	11331.6 p	14440.5 	: 	12190.1 	12121.5 	13756.6 	12625.9 	13624.5 	13039.9 	13995.3 	13881 	14224.9 	13492.25 	11767.3305 	11605.6555 	11884.1692 	5.5384 	10789.5376 	10544.1392 	: 	: 	: 	: 	: 	: 	: 	: 
SQC,FRE_WHL,TOTAL,TPW,EU,IT	3.2 p	32.2 	: 	0.5 	2094.1 	1354.4 	1338.1 	1856.9 	2241.1 	1836.7 	1907.2 	2147.3 	2034 	2345 	1678 	1643 	1779 	2168 	1807 	: 	: 	: 	: 	: 	: 	: 	: 
SQC,FRE_WHL,TOTAL,TPW,IT,IT	3.2 p	32.2 	: 	0.5 	2094.1 	1354.4 	1338.1 	1856.9 	2241.1 	1836.7 	1907.2 	2147.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQC,FRE_WHL,TOTAL,TPW,TOTAL,IT	3.2 p	32.2 	: 	0.5 	2094.1 	1354.4 	1338.1 	1856.9 	2241.1 	1836.7 	1907.2 	2147.3 	2034 	2345 	1678 	1643 	1779 	2168 	1807 	: 	: 	: 	: 	: 	: 	: 	: 
SQC,FRO,HCN,EUR,EU,IT	: 	: 	: 	: 	: 	: 	: 	: 	402220 	555645.96 	596009.2 	601503.4 	573569.25 	414280.0025 	235460.0006 	26500 	25.864 	581084.7661 	390772.981 	332258 	285365 	164998 	2138 	159942 	: 	: 	: 
SQC,FRO,HCN,EUR,IT,IT	: 	: 	: 	: 	: 	: 	: 	: 	402220 	555645.96 	596009.2 	601503.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQC,FRO,HCN,EUR,TOTAL,IT	: 	: 	: 	: 	: 	: 	: 	: 	402220 	555645.96 	596009.2 	601503.4 	573569.25 	414280.0025 	235460.0006 	26500 	25.864 	581084.7661 	390772.981 	332258 	285365 	164998 	2138 	159942 	: 	: 	: 
SQC,FRO,HCN,EUR_T,EU,IT	: 	: 	: 	: 	: 	: 	: 	: 	6760 	6710.7 	6796 	6581 	6592.75 	6373.5385 	6363.7838 	5300 	2.5864 	4007.4811 	4341.922 	3422 	4317 	3466 	891 	713 	: 	: 	: 
SQC,FRO,HCN,EUR_T,IT,IT	: 	: 	: 	: 	: 	: 	: 	: 	6760 	6710.7 	6796 	6581 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQC,FRO,HCN,EUR_T,TOTAL,IT	: 	: 	: 	: 	: 	: 	: 	: 	6760 	6710.7 	6796 	6581 	6592.75 	6373.5385 	6363.7838 	5300 	2.5864 	4007.4811 	4341.922 	3422 	4317 	3466 	891 	713 	: 	: 	: 
SQC,FRO,HCN,TPW,EU,IT	: 	: 	: 	: 	: 	: 	: 	: 	59.5 	82.8 	87.7 	91.4 	87 	65 	37 	5 	10 	145 	90 	97 	66 	48 	2 	224 	: 	: 	: 
SQC,FRO,HCN,TPW,IT,IT	: 	: 	: 	: 	: 	: 	: 	: 	59.5 	82.8 	87.7 	91.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQC,FRO,HCN,TPW,TOTAL,IT	: 	: 	: 	: 	: 	: 	: 	: 	59.5 	82.8 	87.7 	91.4 	87 	65 	37 	5 	10 	145 	90 	97 	66 	48 	2 	224 	: 	: 	: 
SQC,FRO,TOTAL,EUR,EU,IT	: 	: 	: 	: 	: 	: 	: 	: 	402220 	555645.96 	596009.2 	601503.4 	573569.25 	414280.0025 	235460.0006 	26500 	25.864 	581084.7661 	390772.981 	332258 	285365 	164998 	2138 	159942 	: 	: 	: 
SQC,FRO,TOTAL,EUR,IT,IT	: 	: 	: 	: 	: 	: 	: 	: 	402220 	555645.96 	596009.2 	601503.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQC,FRO,TOTAL,EUR,TOTAL,IT	: 	: 	: 	: 	: 	: 	: 	: 	402220 	555645.96 	596009.2 	601503.4 	573569.25 	414280.0025 	235460.0006 	26500 	25.864 	581084.7661 	390772.981 	332258 	285365 	164998 	2138 	159942 	: 	: 	: 
SQC,FRO,TOTAL,EUR_T,EU,IT	: 	: 	: 	: 	: 	: 	: 	: 	6760 	6710.7 	6796 	6581 	6592.75 	6373.5385 	6363.7838 	5300 	2.5864 	4007.4811 	4341.922 	3422 	4317 	3466 	891 	713 	: 	: 	: 
SQC,FRO,TOTAL,EUR_T,IT,IT	: 	: 	: 	: 	: 	: 	: 	: 	6760 	6710.7 	6796 	6581 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQC,FRO,TOTAL,EUR_T,TOTAL,IT	: 	: 	: 	: 	: 	: 	: 	: 	6760 	6710.7 	6796 	6581 	6592.75 	6373.5385 	6363.7838 	5300 	2.5864 	4007.4811 	4341.922 	3422 	4317 	3466 	891 	713 	: 	: 	: 
SQC,FRO,TOTAL,TPW,EU,IT	: 	: 	: 	: 	: 	: 	: 	: 	59.5 	82.8 	87.7 	91.4 	87 	65 	37 	5 	10 	145 	90 	97 	66 	48 	2 	224 	: 	: 	: 
SQC,FRO,TOTAL,TPW,IT,IT	: 	: 	: 	: 	: 	: 	: 	: 	59.5 	82.8 	87.7 	91.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQC,FRO,TOTAL,TPW,TOTAL,IT	: 	: 	: 	: 	: 	: 	: 	: 	59.5 	82.8 	87.7 	91.4 	87 	65 	37 	5 	10 	145 	90 	97 	66 	48 	2 	224 	: 	: 	: 
SQC,FRO_WHL,HCN,EUR,EU,IT	: 	: 	: 	: 	: 	: 	: 	: 	402220 	555645.96 	596009.2 	601503.4 	573569.25 	414280.0025 	235460.0006 	26500 	25.864 	581084.7661 	390772.981 	: 	: 	: 	: 	: 	: 	: 	: 
