species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 
F32,FRE,HCN,EUR_T,TOTAL,FI	2856.62 	3170 	2800 	3500 	2710 	3000 	2500 	2561.7 	2495.9 	2945.3 	: 	: 	1500 	: 	: 	: 	114.3678 	: 	: 	: 	1445 	2495 
F32,FRE,HCN,TPW,EU,FI	42.29 	190.63 	61.4 	66.8 	60.8 	73.889 	5.7 	4.2 	1 	10.2 	: 	: 	0.5 	: 	: 	: 	1.5 	0.6 	: 	: 	290 	12 
F32,FRE,HCN,TPW,FI,FI	42.29 	190.63 	61.4 	66.8 	60.8 	73.889 	5.7 	4.2 	1 	10.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,FRE,HCN,TPW,TOTAL,FI	42.29 	190.63 	61.4 	66.8 	60.8 	73.889 	5.7 	4.2 	1 	10.2 	: 	: 	0.5 	: 	: 	: 	1.5 	0.6 	: 	: 	290 	12 
F32,FRE,TOTAL,EUR,EU,FI	120806.4598 	604297.1 	171920 	233800 	164768 	221667 	14250 	10759.14 	2495.9 	30042.06 	: 	: 	750 	: 	: 	: 	171.5517 	: 	: 	: 	418425 	28944 
F32,FRE,TOTAL,EUR,FI,FI	120806.4598 	604297.1 	171920 	233800 	164768 	221667 	14250 	10759.14 	2495.9 	30042.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,FRE,TOTAL,EUR,TOTAL,FI	120806.4598 	604297.1 	171920 	233800 	164768 	221667 	14250 	10759.14 	2495.9 	30042.06 	: 	: 	750 	: 	: 	: 	171.5517 	: 	: 	: 	418425 	28944 
F32,FRE,TOTAL,EUR_T,EU,FI	2856.62 	3170 	2800 	3500 	2710 	3000 	2500 	2561.7 	2495.9 	2945.3 	: 	: 	1500 	: 	: 	: 	114.3678 	: 	: 	: 	1445 	2495 
F32,FRE,TOTAL,EUR_T,FI,FI	2856.62 	3170 	2800 	3500 	2710 	3000 	2500 	2561.7 	2495.9 	2945.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,FRE,TOTAL,EUR_T,TOTAL,FI	2856.62 	3170 	2800 	3500 	2710 	3000 	2500 	2561.7 	2495.9 	2945.3 	: 	: 	1500 	: 	: 	: 	114.3678 	: 	: 	: 	1445 	2495 
F32,FRE,TOTAL,TPW,EU,FI	42.29 	190.63 	61.4 	66.8 	60.8 	73.889 	5.7 	4.2 	1 	10.2 	: 	: 	0.5 	: 	: 	: 	1.5 	0.6 	: 	: 	290 	12 
F32,FRE,TOTAL,TPW,FI,FI	42.29 	190.63 	61.4 	66.8 	60.8 	73.889 	5.7 	4.2 	1 	10.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,FRE,TOTAL,TPW,TOTAL,FI	42.29 	190.63 	61.4 	66.8 	60.8 	73.889 	5.7 	4.2 	1 	10.2 	: 	: 	0.5 	: 	: 	: 	1.5 	0.6 	: 	: 	290 	12 
F32,FRE_GUT,HCN,EUR,EU,FI	120806.4598 	604297.1 	171920 	233800 	164768 	221667 	14250 	10759.14 	2495.9 	30042.06 	: 	: 	750 	: 	: 	: 	171.5517 	: 	: 	: 	: 	: 
F32,FRE_GUT,HCN,EUR,FI,FI	120806.4598 	604297.1 	171920 	233800 	164768 	221667 	14250 	10759.14 	2495.9 	30042.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,FRE_GUT,HCN,EUR,TOTAL,FI	120806.4598 	604297.1 	171920 	233800 	164768 	221667 	14250 	10759.14 	2495.9 	30042.06 	: 	: 	750 	: 	: 	: 	171.5517 	: 	: 	: 	: 	: 
F32,FRE_GUT,HCN,EUR_T,EU,FI	2856.62 	3170 	2800 	3500 	2710 	3000 	2500 	2561.7 	2495.9 	2945.3 	: 	: 	1500 	: 	: 	: 	114.3678 	: 	: 	: 	: 	: 
F32,FRE_GUT,HCN,EUR_T,FI,FI	2856.62 	3170 	2800 	3500 	2710 	3000 	2500 	2561.7 	2495.9 	2945.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,FRE_GUT,HCN,EUR_T,TOTAL,FI	2856.62 	3170 	2800 	3500 	2710 	3000 	2500 	2561.7 	2495.9 	2945.3 	: 	: 	1500 	: 	: 	: 	114.3678 	: 	: 	: 	: 	: 
F32,FRE_GUT,HCN,TPW,EU,FI	42.29 	190.63 	61.4 	66.8 	60.8 	73.889 	5.7 	4.2 	1 	10.2 	: 	: 	0.5 	: 	: 	: 	1.5 	0.6 	: 	: 	: 	: 
F32,FRE_GUT,HCN,TPW,FI,FI	42.29 	190.63 	61.4 	66.8 	60.8 	73.889 	5.7 	4.2 	1 	10.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,FRE_GUT,HCN,TPW,TOTAL,FI	42.29 	190.63 	61.4 	66.8 	60.8 	73.889 	5.7 	4.2 	1 	10.2 	: 	: 	0.5 	: 	: 	: 	1.5 	0.6 	: 	: 	: 	: 
F32,FRE_GUT,TOTAL,EUR,EU,FI	120806.4598 	604297.1 	171920 	233800 	164768 	221667 	14250 	10759.14 	2495.9 	30042.06 	: 	: 	750 	: 	: 	: 	171.5517 	: 	: 	: 	: 	: 
F32,FRE_GUT,TOTAL,EUR,FI,FI	120806.4598 	604297.1 	171920 	233800 	164768 	221667 	14250 	10759.14 	2495.9 	30042.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,FRE_GUT,TOTAL,EUR,TOTAL,FI	120806.4598 	604297.1 	171920 	233800 	164768 	221667 	14250 	10759.14 	2495.9 	30042.06 	: 	: 	750 	: 	: 	: 	171.5517 	: 	: 	: 	: 	: 
F32,FRE_GUT,TOTAL,EUR_T,EU,FI	2856.62 	3170 	2800 	3500 	2710 	3000 	2500 	2561.7 	2495.9 	2945.3 	: 	: 	1500 	: 	: 	: 	114.3678 	: 	: 	: 	: 	: 
F32,FRE_GUT,TOTAL,EUR_T,FI,FI	2856.62 	3170 	2800 	3500 	2710 	3000 	2500 	2561.7 	2495.9 	2945.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,FRE_GUT,TOTAL,EUR_T,TOTAL,FI	2856.62 	3170 	2800 	3500 	2710 	3000 	2500 	2561.7 	2495.9 	2945.3 	: 	: 	1500 	: 	: 	: 	114.3678 	: 	: 	: 	: 	: 
F32,FRE_GUT,TOTAL,TPW,EU,FI	42.29 	190.63 	61.4 	66.8 	60.8 	73.889 	5.7 	4.2 	1 	10.2 	: 	: 	0.5 	: 	: 	: 	1.5 	0.6 	: 	: 	: 	: 
F32,FRE_GUT,TOTAL,TPW,FI,FI	42.29 	190.63 	61.4 	66.8 	60.8 	73.889 	5.7 	4.2 	1 	10.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,FRE_GUT,TOTAL,TPW,TOTAL,FI	42.29 	190.63 	61.4 	66.8 	60.8 	73.889 	5.7 	4.2 	1 	10.2 	: 	: 	0.5 	: 	: 	: 	1.5 	0.6 	: 	: 	: 	: 
F32,TOTAL,HCN,EUR,EU,FI	120806.4598 	604297.1 	171920 	233800 	164768 	221667 	14250 	10759.14 	2495.9 	30042.06 	: 	: 	750 	: 	: 	: 	171.5517 	: 	: 	: 	418425 	28944 
F32,TOTAL,HCN,EUR,FI,FI	120806.4598 	604297.1 	171920 	233800 	164768 	221667 	14250 	10759.14 	2495.9 	30042.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,TOTAL,HCN,EUR,TOTAL,FI	120806.4598 	604297.1 	171920 	233800 	164768 	221667 	14250 	10759.14 	2495.9 	30042.06 	: 	: 	750 	: 	: 	: 	171.5517 	: 	: 	: 	418425 	28944 
F32,TOTAL,HCN,EUR_T,EU,FI	2856.62 	3170 	2800 	3500 	2710 	3000 	2500 	2561.7 	2495.9 	2945.3 	: 	: 	1500 	: 	: 	: 	114.3678 	: 	: 	: 	1445 	2495 
F32,TOTAL,HCN,EUR_T,FI,FI	2856.62 	3170 	2800 	3500 	2710 	3000 	2500 	2561.7 	2495.9 	2945.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,TOTAL,HCN,EUR_T,TOTAL,FI	2856.62 	3170 	2800 	3500 	2710 	3000 	2500 	2561.7 	2495.9 	2945.3 	: 	: 	1500 	: 	: 	: 	114.3678 	: 	: 	: 	1445 	2495 
F32,TOTAL,HCN,TPW,EU,FI	42.29 	190.63 	61.4 	66.8 	60.8 	73.889 	5.7 	4.2 	1 	10.2 	: 	: 	0.5 	: 	: 	: 	1.5 	0.6 	: 	: 	290 	12 
F32,TOTAL,HCN,TPW,FI,FI	42.29 	190.63 	61.4 	66.8 	60.8 	73.889 	5.7 	4.2 	1 	10.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,TOTAL,HCN,TPW,TOTAL,FI	42.29 	190.63 	61.4 	66.8 	60.8 	73.889 	5.7 	4.2 	1 	10.2 	: 	: 	0.5 	: 	: 	: 	1.5 	0.6 	: 	: 	290 	12 
F32,TOTAL,TOTAL,EUR,EU,FI	120806.4598 	604297.1 	171920 	233800 	164768 	221667 	14250 	10759.14 	2495.9 	30042.06 	: 	: 	750 	: 	: 	: 	171.5517 	: 	: 	: 	418425 	28944 
F32,TOTAL,TOTAL,EUR,FI,FI	120806.4598 	604297.1 	171920 	233800 	164768 	221667 	14250 	10759.14 	2495.9 	30042.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,TOTAL,TOTAL,EUR,TOTAL,FI	120806.4598 	604297.1 	171920 	233800 	164768 	221667 	14250 	10759.14 	2495.9 	30042.06 	: 	: 	750 	: 	: 	: 	171.5517 	: 	: 	: 	418425 	28944 
F32,TOTAL,TOTAL,EUR_T,EU,FI	2856.62 	3170 	2800 	3500 	2710 	3000 	2500 	2561.7 	2495.9 	2945.3 	: 	: 	1500 	: 	: 	: 	114.3678 	: 	: 	: 	1445 	2495 
F32,TOTAL,TOTAL,EUR_T,FI,FI	2856.62 	3170 	2800 	3500 	2710 	3000 	2500 	2561.7 	2495.9 	2945.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,TOTAL,TOTAL,EUR_T,TOTAL,FI	2856.62 	3170 	2800 	3500 	2710 	3000 	2500 	2561.7 	2495.9 	2945.3 	: 	: 	1500 	: 	: 	: 	114.3678 	: 	: 	: 	1445 	2495 
F32,TOTAL,TOTAL,TPW,EU,FI	42.29 	190.63 	61.4 	66.8 	60.8 	73.889 	5.7 	4.2 	1 	10.2 	: 	: 	0.5 	: 	: 	: 	1.5 	0.6 	: 	: 	290 	12 
F32,TOTAL,TOTAL,TPW,FI,FI	42.29 	190.63 	61.4 	66.8 	60.8 	73.889 	5.7 	4.2 	1 	10.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F32,TOTAL,TOTAL,TPW,TOTAL,FI	42.29 	190.63 	61.4 	66.8 	60.8 	73.889 	5.7 	4.2 	1 	10.2 	: 	: 	0.5 	: 	: 	: 	1.5 	0.6 	: 	: 	290 	12 
F35,FRE,HCN,EUR,EU,FI	3491618.13 	6234739.3342 	5421522.132 	5053512.436 	7589720.598 	9420992.28 	10008525.1 	5008153.2 	4527400 	4862800.44 	7202246.2 	5918708 	4548080.069 	5482581.7209 	4207488.3657 	5125116.4693 	3209532.6958 	: 	: 	4660800 	5908163 	7370397 
F35,FRE,HCN,EUR,FI,FI	3491618.13 	6234739.3342 	5421522.132 	5053512.436 	7589720.598 	9420992.28 	10008525.1 	5008153.2 	4527400 	4862800.44 	7202246.2 	5918708 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F35,FRE,HCN,EUR,TOTAL,FI	3491618.13 	6234739.3342 	5421522.132 	5053512.436 	7589720.598 	9420992.28 	10008525.1 	5008153.2 	4527400 	4862800.44 	7202246.2 	5918708 	4548080.069 	5482581.7209 	4207488.3657 	5125116.4693 	3209532.6958 	: 	: 	4660800 	5908163 	7370397 
F35,FRE,HCN,EUR_T,EU,FI	270.27 	242.71 	257.4322 	267.26 	271.23 	289.8 	251.3 	236.1 	200 	198.6 	186.1656 	193.9854 	200.11 	181.3101 	215.8661 	271.1601 	124.6696 	: 	: 	229 	254 	260 
F35,FRE,HCN,EUR_T,FI,FI	270.27 	242.71 	257.4322 	267.26 	271.23 	289.8 	251.3 	236.1 	200 	198.6 	186.1656 	193.9854 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F35,FRE,HCN,EUR_T,TOTAL,FI	270.27 	242.71 	257.4322 	267.26 	271.23 	289.8 	251.3 	236.1 	200 	198.6 	186.1656 	193.9854 	200.11 	181.3101 	215.8661 	271.1601 	124.6696 	: 	: 	229 	254 	260 
F35,FRE,HCN,TPW,EU,FI	12919 	25688.02 	21060 	18908.6 	27982.6 	32508.6 	39827 	21212 	22637 	24485.4 	38687.3 	30511.1 	22727.9 	30238.7 	19491.2 	18900.7 	25744.3 	30517 	23376 	20317 	23292 	28318 
F35,FRE,HCN,TPW,FI,FI	12919 	25688.02 	21060 	18908.6 	27982.6 	32508.6 	39827 	21212 	22637 	24485.4 	38687.3 	30511.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F35,FRE,HCN,TPW,TOTAL,FI	12919 	25688.02 	21060 	18908.6 	27982.6 	32508.6 	39827 	21212 	22637 	24485.4 	38687.3 	30511.1 	22727.9 	30238.7 	19491.2 	18900.7 	25744.3 	30517 	23376 	20317 	23292 	28318 
F35,FRE,IND,EUR,EU,FI	17557968.9348 	18393995.6769 	13930426.5863 	12117978.824 	12757458.605 	15726799.8945 	10074065.61 	8557139.42 	6266450 	5365153.79 	4854988.8 	5298021 	7096979.794 	3958778.9782 	5094360.1311 	5208179.8131 	1313087.9662 	: 	: 	3882650 	5662167 	7512420 
F35,FRE,IND,EUR,FI,FI	17557968.9348 	18393995.6769 	13930426.5863 	12117978.824 	12757458.605 	15726799.8945 	10074065.61 	8557139.42 	6266450 	5365153.79 	4854988.8 	5298021 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F35,FRE,IND,EUR,TOTAL,FI	17557968.9348 	18393995.6769 	13930426.5863 	12117978.824 	12757458.605 	15726799.8945 	10074065.61 	8557139.42 	6266450 	5365153.79 	4854988.8 	5298021 	7096979.794 	3958778.9782 	5094360.1311 	5208179.8131 	1313087.9662 	: 	: 	3882650 	5662167 	7512420 
F35,FRE,IND,EUR_T,EU,FI	180.3521 	177.2071 	175.3799 	163.1407 	197.9358 	218.546 	173.598 	164.7035 	111.1901 	94.4165 	99.5379 	90 	109.1853 	78.5039 	82.3064 	98.9417 	19.7457 	: 	: 	59 	103 	106 
F35,FRE,IND,EUR_T,FI,FI	180.3521 	177.2071 	175.3799 	163.1407 	197.9358 	218.546 	173.598 	164.7035 	111.1901 	94.4165 	99.5379 	90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F35,FRE,IND,EUR_T,TOTAL,FI	180.3521 	177.2071 	175.3799 	163.1407 	197.9358 	218.546 	173.598 	164.7035 	111.1901 	94.4165 	99.5379 	90 	109.1853 	78.5039 	82.3064 	98.9417 	19.7457 	: 	: 	59 	103 	106 
F35,FRE,IND,TPW,EU,FI	97353.82 	103799.41 	79430 	74279.3 	64452.5 	71961.063 	58031 	51954.8 	56358 	56824.3 	48775.3 	58866.9 	64999.4 	50427.8 	61895.1 	52638.9 	66499.9 	58960.8 	68937.6 	66060 	54788 	70853 
F35,FRE,IND,TPW,FI,FI	97353.82 	103799.41 	79430 	74279.3 	64452.5 	71961.063 	58031 	51954.8 	56358 	56824.3 	48775.3 	58866.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F35,FRE,IND,TPW,TOTAL,FI	97353.82 	103799.41 	79430 	74279.3 	64452.5 	71961.063 	58031 	51954.8 	56358 	56824.3 	48775.3 	58866.9 	64999.4 	50427.8 	61895.1 	52638.9 	66499.9 	58960.8 	68937.6 	66060 	54788 	70853 
F35,FRE,TOTAL,EUR,EU,FI	21626833.4318 	24628735.0111 	19351948.7183 	17171491.26 	20347179.203 	25147792.1745 	20082590.71 	13565292.62 	10793850 	10227954.23 	12057235 	11216729 	11645059.863 	9441361.6148 	9301851.8123 	10333299.2359 	4522616.9839 	: 	: 	8543450 	11570331 	14882817 
F35,FRE,TOTAL,EUR,FI,FI	21626833.4318 	24628735.0111 	19351948.7183 	17171491.26 	20347179.203 	25147792.1745 	20082590.71 	13565292.62 	10793850 	10227954.23 	12057235 	11216729 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F35,FRE,TOTAL,EUR,TOTAL,FI	21626833.4318 	24628735.0111 	19351948.7183 	17171491.26 	20347179.203 	25147792.1745 	20082590.71 	13565292.62 	10793850 	10227954.23 	12057235 	11216729 	11645059.863 	9441361.6148 	9301851.8123 	10333299.2359 	4522616.9839 	: 	: 	8543450 	11570331 	14882817 
F35,FRE,TOTAL,EUR_T,EU,FI	190.8339 	190.2017 	192.5759 	184.2674 	220.1239 	240.7186 	205.2218 	185.4023 	136.6397 	125.7901 	137.8559 	125.4977 	132.7416 	117.0419 	114.2926 	144.4417 	49.0287 	: 	: 	99 	148 	150 
F35,FRE,TOTAL,EUR_T,FI,FI	190.8339 	190.2017 	192.5759 	184.2674 	220.1239 	240.7186 	205.2218 	185.4023 	136.6397 	125.7901 	137.8559 	125.4977 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F35,FRE,TOTAL,EUR_T,TOTAL,FI	190.8339 	190.2017 	192.5759 	184.2674 	220.1239 	240.7186 	205.2218 	185.4023 	136.6397 	125.7901 	137.8559 	125.4977 	132.7416 	117.0419 	114.2926 	144.4417 	49.0287 	: 	: 	99 	148 	150 
F35,FRE,TOTAL,TPW,EU,FI	113328.038 	129487.43 	100490 	93187.9 	92435.1 	104469.663 	97858 	73166.8 	78995 	81309.7 	87462.6 	89378 	87727.3 	80666.5 	81386.3 	71539.6 	92244.2 	89477.8 	92313.6 	86377 	78080 	99171 
F35,FRE,TOTAL,TPW,FI,FI	113328.038 	129487.43 	100490 	93187.9 	92435.1 	104469.663 	97858 	73166.8 	78995 	81309.7 	87462.6 	89378 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F35,FRE,TOTAL,TPW,TOTAL,FI	113328.038 	129487.43 	100490 	93187.9 	92435.1 	104469.663 	97858 	73166.8 	78995 	81309.7 	87462.6 	89378 	87727.3 	80666.5 	81386.3 	71539.6 	92244.2 	89477.8 	92313.6 	86377 	78080 	99171 
F35,FRE,UNK,EUR,EU,FI	577246.367 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F35,FRE,UNK,EUR,FI,FI	577246.367 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F35,FRE,UNK,EUR,TOTAL,FI	577246.367 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F35,FRE,UNK,EUR_T,EU,FI	188.9379 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F35,FRE,UNK,EUR_T,FI,FI	188.9379 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F35,FRE,UNK,EUR_T,TOTAL,FI	188.9379 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F35,FRE,UNK,TPW,EU,FI	3055.218 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F35,FRE,UNK,TPW,FI,FI	3055.218 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F35,FRE,UNK,TPW,TOTAL,FI	3055.218 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F35,FRE_WHL,HCN,EUR,EU,FI	3491618.13 	6234739.3342 	5421522.132 	5053512.436 	7589720.598 	9420992.28 	10008525.1 	5008153.2 	4527400 	4862800.44 	7202246.2 	5918708 	4548080.069 	5482581.7209 	4207488.3657 	5125116.4693 	3209532.6958 	: 	: 	: 	: 	: 
F35,FRE_WHL,HCN,EUR,FI,FI	3491618.13 	6234739.3342 	5421522.132 	5053512.436 	7589720.598 	9420992.28 	10008525.1 	5008153.2 	4527400 	4862800.44 	7202246.2 	5918708 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F35,FRE_WHL,HCN,EUR,TOTAL,FI	3491618.13 	6234739.3342 	5421522.132 	5053512.436 	7589720.598 	9420992.28 	10008525.1 	5008153.2 	4527400 	4862800.44 	7202246.2 	5918708 	4548080.069 	5482581.7209 	4207488.3657 	5125116.4693 	3209532.6958 	: 	: 	: 	: 	: 
F35,FRE_WHL,HCN,EUR_T,EU,FI	270.27 	242.71 	257.4322 	267.26 	271.23 	289.8 	251.3 	236.1 	200 	198.6 	186.1656 	193.9854 	200.11 	181.3101 	215.8661 	271.1601 	124.6696 	: 	: 	: 	: 	: 
F35,FRE_WHL,HCN,EUR_T,FI,FI	270.27 	242.71 	257.4322 	267.26 	271.23 	289.8 	251.3 	236.1 	200 	198.6 	186.1656 	193.9854 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F35,FRE_WHL,HCN,EUR_T,TOTAL,FI	270.27 	242.71 	257.4322 	267.26 	271.23 	289.8 	251.3 	236.1 	200 	198.6 	186.1656 	193.9854 	200.11 	181.3101 	215.8661 	271.1601 	124.6696 	: 	: 	: 	: 	: 
F35,FRE_WHL,HCN,TPW,EU,FI	12919 	25688.02 	21060 	18908.6 	27982.6 	32508.6 	39827 	21212 	22637 	24485.4 	38687.3 	30511.1 	22727.9 	30238.7 	19491.2 	18900.7 	25744.3 	30517 	23376 	: 	: 	: 
F35,FRE_WHL,HCN,TPW,FI,FI	12919 	25688.02 	21060 	18908.6 	27982.6 	32508.6 	39827 	21212 	22637 	24485.4 	38687.3 	30511.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F35,FRE_WHL,HCN,TPW,TOTAL,FI	12919 	25688.02 	21060 	18908.6 	27982.6 	32508.6 	39827 	21212 	22637 	24485.4 	38687.3 	30511.1 	22727.9 	30238.7 	19491.2 	18900.7 	25744.3 	30517 	23376 	: 	: 	: 
F35,FRE_WHL,IND,EUR,EU,FI	17557968.9348 	18393995.6769 	13930426.5863 	12117978.824 	12757458.605 	15726799.8945 	10074065.61 	8557139.42 	6266450 	5365153.79 	4854988.8 	5298021 	7096979.794 	3958778.9782 	5094360.1311 	5208179.8131 	1313087.9662 	: 	: 	: 	: 	: 
F35,FRE_WHL,IND,EUR,FI,FI	17557968.9348 	18393995.6769 	13930426.5863 	12117978.824 	12757458.605 	15726799.8945 	10074065.61 	8557139.42 	6266450 	5365153.79 	4854988.8 	5298021 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F35,FRE_WHL,IND,EUR,TOTAL,FI	17557968.9348 	18393995.6769 	13930426.5863 	12117978.824 	12757458.605 	15726799.8945 	10074065.61 	8557139.42 	6266450 	5365153.79 	4854988.8 	5298021 	7096979.794 	3958778.9782 	5094360.1311 	5208179.8131 	1313087.9662 	: 	: 	: 	: 	: 
F35,FRE_WHL,IND,EUR_T,EU,FI	180.3521 	177.2071 	175.3799 	163.1407 	197.9358 	218.546 	173.598 	164.7035 	111.1901 	94.4165 	99.5379 	90 	109.1853 	78.5039 	82.3064 	98.9417 	19.7457 	: 	: 	: 	: 	: 
F35,FRE_WHL,IND,EUR_T,FI,FI	180.3521 	177.2071 	175.3799 	163.1407 	197.9358 	218.546 	173.598 	164.7035 	111.1901 	94.4165 	99.5379 	90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F35,FRE_WHL,IND,EUR_T,TOTAL,FI	180.3521 	177.2071 	175.3799 	163.1407 	197.9358 	218.546 	173.598 	164.7035 	111.1901 	94.4165 	99.5379 	90 	109.1853 	78.5039 	82.3064 	98.9417 	19.7457 	: 	: 	: 	: 	: 
F35,FRE_WHL,IND,TPW,EU,FI	97353.82 	103799.41 	79430 	74279.3 	64452.5 	71961.063 	58031 	51954.8 	56358 	56824.3 	48775.3 	58866.9 	64999.4 	50427.8 	61895.1 	52638.9 	66499.9 	58960.8 	68937.6 	: 	: 	: 
F35,FRE_WHL,IND,TPW,FI,FI	97353.82 	103799.41 	79430 	74279.3 	64452.5 	71961.063 	58031 	51954.8 	56358 	56824.3 	48775.3 	58866.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F35,FRE_WHL,IND,TPW,TOTAL,FI	97353.82 	103799.41 	79430 	74279.3 	64452.5 	71961.063 	58031 	51954.8 	56358 	56824.3 	48775.3 	58866.9 	64999.4 	50427.8 	61895.1 	52638.9 	66499.9 	58960.8 	68937.6 	: 	: 	: 
F35,FRE_WHL,TOTAL,EUR,EU,FI	21626833.4318 	24628735.0111 	19351948.7183 	17171491.26 	20347179.203 	25147792.1745 	20082590.71 	13565292.62 	10793850 	10227954.23 	12057235 	11216729 	11645059.863 	9441361.6148 	9301851.8123 	10333299.2359 	4522616.9839 	: 	: 	: 	: 	: 
F35,FRE_WHL,TOTAL,EUR,FI,FI	21626833.4318 	24628735.0111 	19351948.7183 	17171491.26 	20347179.203 	25147792.1745 	20082590.71 	13565292.62 	10793850 	10227954.23 	12057235 	11216729 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F35,FRE_WHL,TOTAL,EUR,TOTAL,FI	21626833.4318 	24628735.0111 	19351948.7183 	17171491.26 	20347179.203 	25147792.1745 	20082590.71 	13565292.62 	10793850 	10227954.23 	12057235 	11216729 	11645059.863 	9441361.6148 	9301851.8123 	10333299.2359 	4522616.9839 	: 	: 	: 	: 	: 
F35,FRE_WHL,TOTAL,EUR_T,EU,FI	190.8339 	190.2017 	192.5759 	184.2674 	220.1239 	240.7186 	205.2218 	185.4023 	136.6397 	125.7901 	137.8559 	125.4977 	132.7416 	117.0419 	114.2926 	144.4417 	49.0287 	: 	: 	: 	: 	: 
F35,FRE_WHL,TOTAL,EUR_T,FI,FI	190.8339 	190.2017 	192.5759 	184.2674 	220.1239 	240.7186 	205.2218 	185.4023 	136.6397 	125.7901 	137.8559 	125.4977 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F35,FRE_WHL,TOTAL,EUR_T,TOTAL,FI	190.8339 	190.2017 	192.5759 	184.2674 	220.1239 	240.7186 	205.2218 	185.4023 	136.6397 	125.7901 	137.8559 	125.4977 	132.7416 	117.0419 	114.2926 	144.4417 	49.0287 	: 	: 	: 	: 	: 
F35,FRE_WHL,TOTAL,TPW,EU,FI	113328.038 	129487.43 	100490 	93187.9 	92435.1 	104469.663 	97858 	73166.8 	78995 	81309.7 	87462.6 	89378 	87727.3 	80666.5 	81386.3 	71539.6 	92244.2 	89477.8 	92313.6 	: 	: 	: 
F35,FRE_WHL,TOTAL,TPW,FI,FI	113328.038 	129487.43 	100490 	93187.9 	92435.1 	104469.663 	97858 	73166.8 	78995 	81309.7 	87462.6 	89378 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
