species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 
AMB,TOTAL,TOTAL,EUR_T,SI,SI	6216 	7524 	5880 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AMB,TOTAL,TOTAL,EUR_T,TOTAL,SI	6216 	7524 	5880 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AMB,TOTAL,TOTAL,TPW,EU,SI	0.1 	0.1 	0.3 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
AMB,TOTAL,TOTAL,TPW,SI,SI	0.1 	0.1 	0.3 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
AMB,TOTAL,TOTAL,TPW,TOTAL,SI	0.1 	0.1 	0.3 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
ANE,FRE,HCN,EUR,EU,SI	0 	2560 	15887.2 	43334.4 	85124.8 	70799.5 	114755.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANE,FRE,HCN,EUR,SI,SI	0 	2560 	15887.2 	43334.4 	85124.8 	70799.5 	114755.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANE,FRE,HCN,EUR,TOTAL,SI	0 	2560 	15887.2 	43334.4 	85124.8 	70799.5 	114755.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANE,FRE,HCN,EUR_T,EU,SI	: 	2560 	2837 	2928 	2564 	3293 	2632 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANE,FRE,HCN,EUR_T,SI,SI	: 	2560 	2837 	2928 	2564 	3293 	2632 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANE,FRE,HCN,EUR_T,TOTAL,SI	: 	2560 	2837 	2928 	2564 	3293 	2632 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANE,FRE,HCN,TPW,EU,SI	0 	1 	5.6 	14.8 	33.2 	21.5 	43.6 	: 	: 	: 	: 	: 	: 	437.5 	238.7 	57.7 	74 
ANE,FRE,HCN,TPW,SI,SI	0 	1 	5.6 	14.8 	33.2 	21.5 	43.6 	: 	: 	: 	: 	: 	: 	437.5 	238.7 	57.7 	74 
ANE,FRE,HCN,TPW,TOTAL,SI	0 	1 	5.6 	14.8 	33.2 	21.5 	43.6 	: 	: 	: 	: 	: 	: 	437.5 	238.7 	57.7 	74 
ANE,FRE,TOTAL,EUR,EU,SI	0 	2560 	15887.2 	43334.4 	85124.8 	70799.5 	114755.2 	299348.8 	243597.2 	283798.4 	305889.5 	522519.9 	510574.5 	: 	: 	: 	: 
ANE,FRE,TOTAL,EUR,SI,SI	0 	2560 	15887.2 	43334.4 	85124.8 	70799.5 	114755.2 	299348.8 	243597.2 	283798.4 	305889.5 	522519.9 	510574.5 	: 	: 	: 	: 
ANE,FRE,TOTAL,EUR,TOTAL,SI	0 	2560 	15887.2 	43334.4 	85124.8 	70799.5 	114755.2 	299348.8 	243597.2 	283798.4 	305889.5 	522519.9 	510574.5 	: 	: 	: 	: 
ANE,FRE,TOTAL,EUR_T,EU,SI	: 	2560 	2837 	2928 	2564 	3293 	2632 	1832 	1694 	1354 	1649 	1281 	1245 	: 	: 	: 	: 
ANE,FRE,TOTAL,EUR_T,SI,SI	: 	2560 	2837 	2928 	2564 	3293 	2632 	1832 	1694 	1354 	1649 	1281 	1245 	: 	: 	: 	: 
ANE,FRE,TOTAL,EUR_T,TOTAL,SI	: 	2560 	2837 	2928 	2564 	3293 	2632 	1832 	1694 	1354 	1649 	1281 	1245 	: 	: 	: 	: 
ANE,FRE,TOTAL,TPW,EU,SI	0 	1 	5.6 	14.8 	33.2 	21.5 	43.6 	163.4 	143.8 	209.6 	185.5 	407.9 	410.1 	437.5 	238.7 	57.7 	74 
ANE,FRE,TOTAL,TPW,SI,SI	0 	1 	5.6 	14.8 	33.2 	21.5 	43.6 	163.4 	143.8 	209.6 	185.5 	407.9 	410.1 	437.5 	238.7 	57.7 	74 
ANE,FRE,TOTAL,TPW,TOTAL,SI	0 	1 	5.6 	14.8 	33.2 	21.5 	43.6 	163.4 	143.8 	209.6 	185.5 	407.9 	410.1 	437.5 	238.7 	57.7 	74 
ANE,FRE,UNK,EUR,EU,SI	: 	: 	: 	: 	: 	: 	: 	299348.8 	243597.2 	283798.4 	305889.5 	522519.9 	510574.5 	: 	: 	: 	: 
ANE,FRE,UNK,EUR,SI,SI	: 	: 	: 	: 	: 	: 	: 	299348.8 	243597.2 	283798.4 	305889.5 	522519.9 	510574.5 	: 	: 	: 	: 
ANE,FRE,UNK,EUR,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	299348.8 	243597.2 	283798.4 	305889.5 	522519.9 	510574.5 	: 	: 	: 	: 
ANE,FRE,UNK,EUR_T,EU,SI	: 	: 	: 	: 	: 	: 	: 	1832 	1694 	1354 	1649 	1281 	1245 	: 	: 	: 	: 
ANE,FRE,UNK,EUR_T,SI,SI	: 	: 	: 	: 	: 	: 	: 	1832 	1694 	1354 	1649 	1281 	1245 	: 	: 	: 	: 
ANE,FRE,UNK,EUR_T,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	1832 	1694 	1354 	1649 	1281 	1245 	: 	: 	: 	: 
ANE,FRE,UNK,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	163.4 	143.8 	209.6 	185.5 	407.9 	410.1 	: 	: 	: 	: 
ANE,FRE,UNK,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	163.4 	143.8 	209.6 	185.5 	407.9 	410.1 	: 	: 	: 	: 
ANE,FRE,UNK,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	163.4 	143.8 	209.6 	185.5 	407.9 	410.1 	: 	: 	: 	: 
ANE,FRE_NSP,HCN,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	437.5 	238.7 	57.7 	74 
ANE,FRE_NSP,HCN,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	74 
ANE,FRE_NSP,HCN,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	437.5 	238.7 	57.7 	74 
ANE,FRE_NSP,TOTAL,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	437.5 	238.7 	57.7 	74 
ANE,FRE_NSP,TOTAL,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	437.5 	238.7 	57.7 	74 
ANE,FRE_NSP,TOTAL,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	437.5 	238.7 	57.7 	74 
ANE,FRE_WHL,HCN,EUR,EU,SI	0 	2560 	15887.2 	43334.4 	85124.8 	70799.5 	114755.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANE,FRE_WHL,HCN,EUR,SI,SI	0 	2560 	15887.2 	43334.4 	85124.8 	70799.5 	114755.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANE,FRE_WHL,HCN,EUR,TOTAL,SI	0 	2560 	15887.2 	43334.4 	85124.8 	70799.5 	114755.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANE,FRE_WHL,HCN,EUR_T,EU,SI	: 	2560 	2837 	2928 	2564 	3293 	2632 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANE,FRE_WHL,HCN,EUR_T,SI,SI	2410 	2560 	2837 	2928 	2564 	3293 	2632 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANE,FRE_WHL,HCN,EUR_T,TOTAL,SI	: 	2560 	2837 	2928 	2564 	3293 	2632 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANE,FRE_WHL,HCN,TPW,EU,SI	0 	1 	5.6 	14.8 	33.2 	21.5 	43.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANE,FRE_WHL,HCN,TPW,SI,SI	0 	1 	5.6 	14.8 	33.2 	21.5 	43.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANE,FRE_WHL,HCN,TPW,TOTAL,SI	0 	1 	5.6 	14.8 	33.2 	21.5 	43.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANE,FRE_WHL,TOTAL,EUR,EU,SI	0 	2560 	15887.2 	43334.4 	85124.8 	70799.5 	114755.2 	299348.8 	243597.2 	283798.4 	305889.5 	522519.9 	510574.5 	: 	: 	: 	: 
ANE,FRE_WHL,TOTAL,EUR,SI,SI	0 	2560 	15887.2 	43334.4 	85124.8 	70799.5 	114755.2 	299348.8 	243597.2 	283798.4 	305889.5 	522519.9 	510574.5 	: 	: 	: 	: 
ANE,FRE_WHL,TOTAL,EUR,TOTAL,SI	0 	2560 	15887.2 	43334.4 	85124.8 	70799.5 	114755.2 	299348.8 	243597.2 	283798.4 	305889.5 	522519.9 	510574.5 	: 	: 	: 	: 
ANE,FRE_WHL,TOTAL,EUR_T,EU,SI	: 	2560 	2837 	2928 	2564 	3293 	2632 	1832 	1694 	1354 	1649 	1281 	1245 	: 	: 	: 	: 
ANE,FRE_WHL,TOTAL,EUR_T,SI,SI	: 	2560 	2837 	2928 	2564 	3293 	2632 	1832 	1694 	1354 	1649 	1281 	1245 	: 	: 	: 	: 
ANE,FRE_WHL,TOTAL,EUR_T,TOTAL,SI	: 	2560 	2837 	2928 	2564 	3293 	2632 	1832 	1694 	1354 	1649 	1281 	1245 	: 	: 	: 	: 
ANE,FRE_WHL,TOTAL,TPW,EU,SI	0 	1 	5.6 	14.8 	33.2 	21.5 	43.6 	163.4 	143.8 	209.6 	185.5 	407.9 	410.1 	: 	: 	: 	: 
ANE,FRE_WHL,TOTAL,TPW,SI,SI	0 	1 	5.6 	14.8 	33.2 	21.5 	43.6 	163.4 	143.8 	209.6 	185.5 	407.9 	410.1 	: 	: 	: 	: 
ANE,FRE_WHL,TOTAL,TPW,TOTAL,SI	0 	1 	5.6 	14.8 	33.2 	21.5 	43.6 	163.4 	143.8 	209.6 	185.5 	407.9 	410.1 	: 	: 	: 	: 
ANE,FRE_WHL,UNK,EUR,EU,SI	: 	: 	: 	: 	: 	: 	: 	299348.8 	243597.2 	283798.4 	305889.5 	522519.9 	510574.5 	: 	: 	: 	: 
ANE,FRE_WHL,UNK,EUR,SI,SI	: 	: 	: 	: 	: 	: 	: 	299348.8 	243597.2 	283798.4 	305889.5 	522519.9 	510574.5 	: 	: 	: 	: 
ANE,FRE_WHL,UNK,EUR,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	299348.8 	243597.2 	283798.4 	305889.5 	522519.9 	510574.5 	: 	: 	: 	: 
ANE,FRE_WHL,UNK,EUR_T,EU,SI	: 	: 	: 	: 	: 	: 	: 	1832 	1694 	1354 	1649 	1281 	1245 	: 	: 	: 	: 
ANE,FRE_WHL,UNK,EUR_T,SI,SI	: 	: 	: 	: 	: 	: 	: 	1832 	1694 	1354 	1649 	1281 	1245 	: 	: 	: 	: 
ANE,FRE_WHL,UNK,EUR_T,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	1832 	1694 	1354 	1649 	1281 	1245 	: 	: 	: 	: 
ANE,FRE_WHL,UNK,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	163.4 	143.8 	209.6 	185.5 	407.9 	410.1 	: 	: 	: 	: 
ANE,FRE_WHL,UNK,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	163.4 	143.8 	209.6 	185.5 	407.9 	410.1 	: 	: 	: 	: 
ANE,FRE_WHL,UNK,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	163.4 	143.8 	209.6 	185.5 	407.9 	410.1 	: 	: 	: 	: 
ANE,TOTAL,HCN,EUR,EU,SI	0 	2560 	15887.2 	43334.4 	85124.8 	70799.5 	114755.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANE,TOTAL,HCN,EUR,SI,SI	0 	2560 	15887.2 	43334.4 	85124.8 	70799.5 	114755.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANE,TOTAL,HCN,EUR,TOTAL,SI	0 	2560 	15887.2 	43334.4 	85124.8 	70799.5 	114755.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANE,TOTAL,HCN,EUR_T,EU,SI	: 	2560 	2837 	2928 	2564 	3293 	2632 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANE,TOTAL,HCN,EUR_T,SI,SI	: 	2560 	2837 	2928 	2564 	3293 	2632 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANE,TOTAL,HCN,EUR_T,TOTAL,SI	: 	2560 	2837 	2928 	2564 	3293 	2632 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANE,TOTAL,HCN,TPW,EU,SI	0 	1 	5.6 	14.8 	33.2 	21.5 	43.6 	: 	: 	: 	: 	: 	: 	437.5 	238.7 	57.7 	74 
ANE,TOTAL,HCN,TPW,SI,SI	0 	1 	5.6 	14.8 	33.2 	21.5 	43.6 	: 	: 	: 	: 	: 	: 	437.5 	238.7 	57.7 	74 
ANE,TOTAL,HCN,TPW,TOTAL,SI	0 	1 	5.6 	14.8 	33.2 	21.5 	43.6 	: 	: 	: 	: 	: 	: 	437.5 	238.7 	57.7 	74 
ANE,TOTAL,TOTAL,EUR,EU,SI	0 	2560 	15887.2 	43334.4 	85124.8 	70799.5 	114755.2 	299348.8 	243597.2 	283798.4 	305889.5 	522519.9 	510574.5 	: 	: 	: 	: 
ANE,TOTAL,TOTAL,EUR,SI,SI	0 	2560 	15887.2 	43334.4 	85124.8 	70799.5 	114755.2 	299348.8 	243597.2 	283798.4 	305889.5 	522519.9 	510574.5 	: 	: 	: 	: 
ANE,TOTAL,TOTAL,EUR,TOTAL,SI	0 	2560 	15887.2 	43334.4 	85124.8 	70799.5 	114755.2 	299348.8 	243597.2 	283798.4 	305889.5 	522519.9 	510574.5 	: 	: 	: 	: 
ANE,TOTAL,TOTAL,EUR_T,EU,SI	: 	2560 	2837 	2928 	2564 	3293 	2632 	1832 	1694 	1354 	1649 	1281 	1245 	: 	: 	: 	: 
ANE,TOTAL,TOTAL,EUR_T,SI,SI	: 	2560 	2837 	2928 	2564 	3293 	2632 	1832 	1694 	1354 	1649 	1281 	1245 	: 	: 	: 	: 
ANE,TOTAL,TOTAL,EUR_T,TOTAL,SI	: 	2560 	2837 	2928 	2564 	3293 	2632 	1832 	1694 	1354 	1649 	1281 	1245 	: 	: 	: 	: 
ANE,TOTAL,TOTAL,TPW,EU,SI	0 	1 	5.6 	14.8 	33.2 	21.5 	43.6 	163.4 	143.8 	209.6 	185.5 	407.9 	410.1 	437.5 	238.7 	57.7 	74 
ANE,TOTAL,TOTAL,TPW,SI,SI	0 	1 	5.6 	14.8 	33.2 	21.5 	43.6 	163.4 	143.8 	209.6 	185.5 	407.9 	410.1 	437.5 	238.7 	57.7 	74 
ANE,TOTAL,TOTAL,TPW,TOTAL,SI	0 	1 	5.6 	14.8 	33.2 	21.5 	43.6 	163.4 	143.8 	209.6 	185.5 	407.9 	410.1 	437.5 	238.7 	57.7 	74 
ANE,TOTAL,UNK,EUR,EU,SI	: 	: 	: 	: 	: 	: 	: 	299348.8 	243597.2 	283798.4 	305889.5 	522519.9 	510574.5 	: 	: 	: 	: 
ANE,TOTAL,UNK,EUR,SI,SI	: 	: 	: 	: 	: 	: 	: 	299348.8 	243597.2 	283798.4 	305889.5 	522519.9 	510574.5 	: 	: 	: 	: 
ANE,TOTAL,UNK,EUR,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	299348.8 	243597.2 	283798.4 	305889.5 	522519.9 	510574.5 	: 	: 	: 	: 
ANE,TOTAL,UNK,EUR_T,EU,SI	: 	: 	: 	: 	: 	: 	: 	1832 	1694 	1354 	1649 	1281 	1245 	: 	: 	: 	: 
ANE,TOTAL,UNK,EUR_T,SI,SI	: 	: 	: 	: 	: 	: 	: 	1832 	1694 	1354 	1649 	1281 	1245 	: 	: 	: 	: 
ANE,TOTAL,UNK,EUR_T,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	1832 	1694 	1354 	1649 	1281 	1245 	: 	: 	: 	: 
ANE,TOTAL,UNK,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	163.4 	143.8 	209.6 	185.5 	407.9 	410.1 	: 	: 	: 	: 
ANE,TOTAL,UNK,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	163.4 	143.8 	209.6 	185.5 	407.9 	410.1 	: 	: 	: 	: 
ANE,TOTAL,UNK,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	163.4 	143.8 	209.6 	185.5 	407.9 	410.1 	: 	: 	: 	: 
ANF,FRE,HCN,EUR,EU,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE,HCN,EUR,SI,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE,HCN,EUR,TOTAL,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE,HCN,TPW,EU,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE,HCN,TPW,SI,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE,HCN,TPW,TOTAL,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE,TOTAL,EUR,EU,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE,TOTAL,EUR,SI,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE,TOTAL,EUR,TOTAL,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE,TOTAL,TPW,EU,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE,TOTAL,TPW,SI,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE,TOTAL,TPW,TOTAL,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE_WHL,HCN,EUR,EU,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE_WHL,HCN,EUR,SI,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE_WHL,HCN,EUR,TOTAL,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE_WHL,HCN,EUR_T,SI,SI	: 	8350 	: 	: 	8429 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE_WHL,HCN,TPW,EU,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE_WHL,HCN,TPW,SI,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE_WHL,HCN,TPW,TOTAL,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE_WHL,TOTAL,EUR,EU,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE_WHL,TOTAL,EUR,SI,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE_WHL,TOTAL,EUR,TOTAL,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE_WHL,TOTAL,TPW,EU,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE_WHL,TOTAL,TPW,SI,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE_WHL,TOTAL,TPW,TOTAL,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,TOTAL,HCN,EUR,EU,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,TOTAL,HCN,EUR,SI,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,TOTAL,HCN,EUR,TOTAL,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,TOTAL,HCN,TPW,EU,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,TOTAL,HCN,TPW,SI,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,TOTAL,HCN,TPW,TOTAL,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,TOTAL,TOTAL,EUR,EU,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,TOTAL,TOTAL,EUR,SI,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,TOTAL,TOTAL,EUR,TOTAL,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,TOTAL,TOTAL,TPW,EU,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,TOTAL,TOTAL,TPW,SI,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANF,TOTAL,TOTAL,TPW,TOTAL,SI	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANK,FRE,HCN,EUR,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ANK,FRE,HCN,EUR,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ANK,FRE,HCN,EUR,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ANK,FRE,HCN,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ANK,FRE,HCN,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ANK,FRE,HCN,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ANK,FRE,TOTAL,EUR,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ANK,FRE,TOTAL,EUR,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ANK,FRE,TOTAL,EUR,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ANK,FRE,TOTAL,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ANK,FRE,TOTAL,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ANK,FRE,TOTAL,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ANK,FRE_WHL,HCN,EUR,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ANK,FRE_WHL,HCN,EUR,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ANK,FRE_WHL,HCN,EUR,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ANK,FRE_WHL,HCN,EUR_T,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	3314 	: 	: 	: 	: 	: 	: 	: 
ANK,FRE_WHL,HCN,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ANK,FRE_WHL,HCN,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ANK,FRE_WHL,HCN,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ANK,FRE_WHL,TOTAL,EUR,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ANK,FRE_WHL,TOTAL,EUR,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ANK,FRE_WHL,TOTAL,EUR,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ANK,FRE_WHL,TOTAL,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ANK,FRE_WHL,TOTAL,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ANK,FRE_WHL,TOTAL,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ANK,TOTAL,HCN,EUR,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ANK,TOTAL,HCN,EUR,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ANK,TOTAL,HCN,EUR,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ANK,TOTAL,HCN,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ANK,TOTAL,HCN,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ANK,TOTAL,HCN,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ANK,TOTAL,TOTAL,EUR,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
ANK,TOTAL,TOTAL,EUR,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
