species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 
F08,DRI,HCN,EUR_T,TOTAL,IS	: 	: 	: 	: 	: 	: 	266.9072 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,DRI,HCN,TPW,EFTA,IS	: 	: 	: 	: 	: 	: 	0.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,DRI,HCN,TPW,IS,IS	: 	: 	: 	: 	: 	: 	0.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,DRI,HCN,TPW,TOTAL,IS	: 	: 	: 	: 	: 	: 	0.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,DRI,TOTAL,EUR,EFTA,IS	: 	: 	: 	: 	: 	: 	213.5258 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,DRI,TOTAL,EUR,IS,IS	: 	: 	: 	: 	: 	: 	213.5258 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,DRI,TOTAL,EUR,TOTAL,IS	: 	: 	: 	: 	: 	: 	213.5258 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,DRI,TOTAL,EUR_T,EFTA,IS	: 	: 	: 	: 	: 	: 	266.9072 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,DRI,TOTAL,EUR_T,IS,IS	: 	: 	: 	: 	: 	: 	266.9072 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,DRI,TOTAL,EUR_T,TOTAL,IS	: 	: 	: 	: 	: 	: 	266.9072 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,DRI,TOTAL,TPW,EFTA,IS	: 	: 	: 	: 	: 	: 	0.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,DRI,TOTAL,TPW,IS,IS	: 	: 	: 	: 	: 	: 	0.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,DRI,TOTAL,TPW,TOTAL,IS	: 	: 	: 	: 	: 	: 	0.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,DRI_NSP,HCN,EUR,EFTA,IS	: 	: 	: 	: 	: 	: 	213.5258 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,DRI_NSP,HCN,EUR,IS,IS	: 	: 	: 	: 	: 	: 	213.5258 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,DRI_NSP,HCN,EUR,TOTAL,IS	: 	: 	: 	: 	: 	: 	213.5258 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,DRI_NSP,HCN,EUR_T,EFTA,IS	: 	: 	: 	: 	: 	: 	266.9072 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,DRI_NSP,HCN,EUR_T,IS,IS	: 	: 	: 	: 	: 	: 	266.9072 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,DRI_NSP,HCN,EUR_T,TOTAL,IS	: 	: 	: 	: 	: 	: 	266.9072 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,DRI_NSP,HCN,TPW,EFTA,IS	: 	: 	: 	: 	: 	: 	0.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,DRI_NSP,HCN,TPW,IS,IS	: 	: 	: 	: 	: 	: 	0.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,DRI_NSP,HCN,TPW,TOTAL,IS	: 	: 	: 	: 	: 	: 	0.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,DRI_NSP,TOTAL,EUR,EFTA,IS	: 	: 	: 	: 	: 	: 	213.5258 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,DRI_NSP,TOTAL,EUR,IS,IS	: 	: 	: 	: 	: 	: 	213.5258 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,DRI_NSP,TOTAL,EUR,TOTAL,IS	: 	: 	: 	: 	: 	: 	213.5258 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,DRI_NSP,TOTAL,EUR_T,EFTA,IS	: 	: 	: 	: 	: 	: 	266.9072 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,DRI_NSP,TOTAL,EUR_T,IS,IS	: 	: 	: 	: 	: 	: 	266.9072 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,DRI_NSP,TOTAL,EUR_T,TOTAL,IS	: 	: 	: 	: 	: 	: 	266.9072 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,DRI_NSP,TOTAL,TPW,EFTA,IS	: 	: 	: 	: 	: 	: 	0.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,DRI_NSP,TOTAL,TPW,IS,IS	: 	: 	: 	: 	: 	: 	0.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,DRI_NSP,TOTAL,TPW,TOTAL,IS	: 	: 	: 	: 	: 	: 	0.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE,HCN,EUR,DE,IS	3248491.7619 	111712.865 	3388071.7155 	3075384.8781 	3136867.846 	: 	: 	4391656.9352 	: 	: 	: 	: 	32174.258 	3393.4825 	579.4121 	7576.1923 	2020.3994 	: 	: 	: 	: 
F08,FRE,HCN,EUR,DK,IS	: 	: 	: 	: 	: 	: 	641572.2703 	1096845.779 	1618887.8576 	2003933.2589 	1748989.375 	2068391.6335 	2051538.394 	1332642.8981 	436235.2886 	927295.7762 	528558.284 	: 	: 	: 	: 
F08,FRE,HCN,EUR,EE,IS	: 	: 	: 	: 	: 	120644.7342 	: 	104340.423 	: 	138282.7035 	: 	: 	104073.5019 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE,HCN,EUR,EFTA,IS	672675583.8365 	620266262.0033 	709217505.7816 	658138689.4852 	594516415.6326 	560512613.1468 	615094164.6458 	587466257.759 	505775445.2473 	402371394.0069 	414877813.3384 	577073742.283 	514652740.3642 	515213450.9057 	466908789.8198 	425781584.3336 	460787376.4507 	: 	: 	418216859 	385619527 
F08,FRE,HCN,EUR,EU,IS	3248491.7619 	3226781.7714 	4122095.5107 	3075384.8781 	3207891.4855 	1542050.0943 	1585213.8987 	6661820.73 	1694830.981 	2142215.9624 	1748989.375 	2068593.3909 	2309443.1573 	1350256.3652 	444628.7599 	934871.9684 	530578.6833 	: 	: 	: 	: 
F08,FRE,HCN,EUR,IS,IS	670399047.9225 	611186153.212 	702678583.9375 	655516510.2101 	593986263.2286 	560351336.9178 	615094164.6458 	586824564.2926 	504035336.4872 	402371394.0069 	414244268.0981 	576438224.7584 	514565264.1449 	514898558.8142 	466802593.9451 	425637138.7508 	460426081.6053 	: 	: 	: 	: 
F08,FRE,HCN,EUR,LT,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	33191.4471 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE,HCN,EUR,LV,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	238203.7257 	: 	: 	: 	: 
F08,FRE,HCN,EUR,NO,IS	2276535.914 	9080108.7913 	6538921.8441 	2622179.2751 	530152.404 	161276.229 	: 	641693.4664 	1740108.7601 	: 	633545.2404 	635517.5246 	87476.2193 	314892.0915 	106195.8747 	144445.5828 	361294.8454 	: 	: 	: 	: 
F08,FRE,HCN,EUR,PL,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	87659.9508 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE,HCN,EUR,PT,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11088.3342 	767.9941 	: 	: 	: 	: 	: 	: 
F08,FRE,HCN,EUR,TOTAL,IS	675924075.5984 	623493043.7747 	713339601.2923 	661214074.3633 	597724307.1181 	562054663.2412 	616679378.5445 	594128078.489 	507470276.2283 	404513609.9693 	416626802.7135 	579142335.6739 	516962183.5215 	516563707.2709 	467353418.5797 	426716456.3021 	461556158.8597 	: 	: 	418216859 	385619527 
F08,FRE,HCN,EUR,UK,IS	: 	3115068.9064 	734023.7952 	0 	71023.6395 	1421405.3602 	943641.6284 	1068977.5928 	75943.1234 	: 	: 	201.7574 	805.6055 	3131.6504 	7046.0652 	: 	: 	: 	: 	: 	: 
F08,FRE,HCN,EUR_T,DE,IS	1962.8349 	597.395 	1884.3558 	1837.1475 	1461.047 	: 	: 	1525.5165 	: 	: 	: 	: 	1469.1442 	399.2332 	251.9183 	367.7763 	374.148 	: 	: 	: 	: 
F08,FRE,HCN,EUR_T,DK,IS	: 	: 	: 	: 	: 	: 	347.0397 	428.9077 	397.6634 	347.0796 	299.2846 	332.5282 	257.7698 	252.6529 	186.1231 	257.2392 	236.6079 	: 	: 	: 	: 
F08,FRE,HCN,EUR_T,EE,IS	: 	: 	: 	: 	: 	823.9241 	: 	2116.4386 	: 	1140.0058 	: 	: 	1488.8913 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE,HCN,EUR_T,EFTA,IS	1135.7296 	1127.1154 	1152.2493 	1175.0714 	995.3581 	928.5469 	964.9381 	1038.2262 	982.6821 	744.8827 	757.8715 	1087.663 	1054.6435 	968.9539 	931.9674 	979.9445 	1087.5494 	: 	: 	1120 	1070 
F08,FRE,HCN,EUR_T,EU,IS	: 	1639.6249 	1889.1363 	1837.1475 	1458.7956 	1283.68 	679.9116 	1111.5261 	411.6865 	363.3954 	299.2846 	332.5392 	282.7393 	254.9626 	188.6098 	257.8673 	219.3743 	: 	: 	: 	: 
F08,FRE,HCN,EUR_T,IS,IS	1143.649 	1143.7594 	1171.6973 	1187.1557 	997.6608 	928.4755 	964.9381 	1038.1739 	986.9727 	744.8827 	762.1494 	1092.3163 	1055.8345 	972.5723 	933.6696 	979.9892 	1087.2712 	: 	: 	: 	: 
F08,FRE,HCN,EUR_T,LT,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1719.7641 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE,HCN,EUR_T,LV,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1328.5205 	: 	: 	: 	: 
F08,FRE,HCN,EUR_T,NO,IS	373.6927 	569.3929 	413.9344 	331.5018 	277.5667 	1267.0681 	: 	1088.3539 	434.9619 	: 	162.2852 	223.6163 	138.1276 	136.7907 	103.3939 	863.909 	1613.6438 	: 	: 	: 	: 
F08,FRE,HCN,EUR_T,PL,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	911.2261 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE,HCN,EUR_T,PT,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1848.0557 	1535.9881 	: 	: 	: 	: 	: 	: 
F08,FRE,HCN,EUR_T,TOTAL,IS	1138.0343 	1114.3834 	1154.8524 	1177.0443 	997.058 	929.2523 	963.8993 	1038.9944 	978.1511 	740.7644 	753.0277 	1078.9121 	1041.9358 	961.9128 	928.486 	973.9694 	1083.1806 	: 	: 	1120 	1070 
F08,FRE,HCN,EUR_T,UK,IS	: 	1749.0561 	1911.5203 	: 	1365.8392 	1347.5004 	1954.5187 	2104.2866 	1658.1468 	: 	: 	504.3935 	402.8027 	460.5368 	652.4134 	: 	: 	: 	: 	: 	: 
F08,FRE,HCN,TPW,DE,IS	1655 	187 	1798 	1674 	2147 	: 	: 	2878.8 	: 	: 	: 	: 	21.9 	8.5 	2.3 	20.6 	5.4 	: 	: 	: 	: 
F08,FRE,HCN,TPW,DK,IS	: 	: 	: 	: 	: 	: 	1848.7 	2557.3 	4071 	5773.7 	5843.9 	6220.2 	7958.8 	5274.6 	2343.8 	3604.8 	2233.9 	: 	: 	: 	: 
F08,FRE,HCN,TPW,EE,IS	: 	: 	: 	: 	: 	146.427 	: 	49.3 	: 	121.3 	: 	: 	69.9 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE,HCN,TPW,EFTA,IS	592285 	550313 	615507 	560084 	597289 	603644.888 	637444.2 	565836.5 	514688.8 	540180.9 	547425 	530563 	487987.4 	531721.3 	500992.6 	434495.6 	423693.3 	: 	: 	373549 	360490 
F08,FRE,HCN,TPW,EU,IS	: 	1968 	2182 	1674 	2199 	1201.273 	2331.5 	5993.4 	4116.8 	5895 	5843.9 	6220.6 	8168.1 	5295.9 	2357.4 	3625.4 	2418.6 	: 	: 	: 	: 
F08,FRE,HCN,TPW,IS,IS	586193 	534366 	599710 	552174 	595379 	603517.605 	637444.2 	565246.9 	510688.2 	540180.9 	543521.1 	527721 	487354.1 	529419.3 	499965.5 	434328.4 	423469.4 	: 	: 	: 	: 
F08,FRE,HCN,TPW,LT,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19.3 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE,HCN,TPW,LV,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	179.3 	: 	: 	: 	: 
F08,FRE,HCN,TPW,NO,IS	6092 	15947 	15797 	7910 	1910 	127.283 	: 	589.6 	4000.6 	: 	3903.9 	2842 	633.3 	2302 	1027.1 	167.2 	223.9 	: 	: 	: 	: 
F08,FRE,HCN,TPW,PL,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	96.2 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE,HCN,TPW,PT,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	0.5 	: 	: 	: 	: 	: 	: 
F08,FRE,HCN,TPW,TOTAL,IS	593940 	559496 	617689 	561758 	599488 	604846.161 	639775.7 	571829.9 	518805.6 	546075.9 	553268.9 	536783.6 	496155.5 	537017.2 	503350 	438121 	426111.9 	: 	: 	373549 	360490 
F08,FRE,HCN,TPW,UK,IS	: 	1781 	384 	0 	52 	1054.846 	482.8 	508 	45.8 	: 	: 	0.4 	2 	6.8 	10.8 	: 	: 	: 	: 	: 	: 
F08,FRE,IND,EUR,DE,IS	: 	148751.355 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE,IND,EUR,DK,IS	: 	: 	: 	: 	5115301.515 	: 	6663169.6616 	8284337.6442 	5469344.8706 	1270664.2972 	8213616.1753 	9459209.2047 	9983205.6602 	5360306.4217 	8431308.6559 	11471250.277 	7088435.8924 	: 	: 	: 	: 
F08,FRE,IND,EUR,EFTA,IS	103586778.6382 	70474654.8082 	69069920.9418 	129963023.3609 	53911041.3601 	89864457.6237 	86919014.5235 	62378125.2552 	51041721.5406 	33052526.932 	55425173.6201 	80414852.182 	79191897.8718 	63028263.0154 	73086953.5749 	98621313.3314 	136355840.8936 	: 	: 	56793988 	86378335 
F08,FRE,IND,EUR,EU,IS	: 	1115810.1436 	: 	: 	5115301.515 	: 	6663169.6616 	8284337.6442 	5469344.8706 	1270664.2972 	8213616.1753 	9459209.2047 	10675305.0508 	6731551.6645 	8766035.1966 	11994732.6207 	7486615.2612 	: 	: 	: 	: 
F08,FRE,IND,EUR,IE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	129089.5719 	1019143.1732 	158197.3723 	: 	: 	: 	: 	: 	: 
F08,FRE,IND,EUR,IS,IS	80635894.597 	64210554.3984 	63747840.9933 	113660699.8647 	45537753.3188 	88471985.3609 	86620729.9889 	58776622.3782 	46850508.6427 	33052526.932 	53102952.8777 	79343920.6039 	79139090.5312 	59081697.1162 	69802350.148 	96563631.4913 	133575964.6744 	: 	: 	: 	: 
F08,FRE,IND,EUR,NO,IS	22950884.0412 	6264100.4098 	5322079.9485 	16302323.4962 	8373288.0413 	1392472.2627 	298284.5346 	3601502.877 	4191212.8979 	: 	2322220.7424 	1070931.578 	52807.3405 	3946565.8992 	3284603.4269 	2057681.8401 	2779876.2192 	: 	: 	: 	: 
F08,FRE,IND,EUR,PL,IS	: 	967058.7886 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	282786.8087 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE,IND,EUR,SE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	305367.7574 	398179.3688 	: 	: 	: 	: 
F08,FRE,IND,EUR,TOTAL,IS	103586778.6382 	71590464.9518 	69069920.9418 	129963023.3609 	59026342.8751 	89864457.6237 	93582184.1851 	70662462.8994 	56511066.4111 	34323191.2292 	63638789.7954 	89874061.3867 	89867202.9225 	69759814.6799 	81852988.7715 	110616045.9521 	143842456.1548 	: 	: 	56793988 	86378335 
F08,FRE,IND,EUR,UK,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	280223.01 	352102.0696 	176529.1683 	218114.5863 	: 	: 	: 	: 	: 
F08,FRE,IND,EUR_T,DE,IS	: 	597.395 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE,IND,EUR_T,DK,IS	: 	: 	: 	: 	301.7877 	: 	165.0803 	219.7635 	246.3924 	94.3441 	127.0156 	166.2836 	133.0448 	81.6433 	80.1137 	81.806 	91.7922 	: 	: 	: 	: 
F08,FRE,IND,EUR_T,EFTA,IS	188.1542 	157.9544 	220.0948 	204.0034 	185.2842 	186.2983 	147.1775 	174.4404 	177.2986 	127.6525 	117.8091 	132.5135 	140.0608 	74.4396 	76.9157 	80.7263 	94.7955 	: 	: 	61 	97 
F08,FRE,IND,EUR_T,EU,IS	: 	157.2671 	: 	: 	301.7877 	: 	165.0803 	219.7635 	246.3924 	94.3441 	127.0156 	166.2836 	132.0178 	79.3958 	80.1452 	81.8168 	91.738 	: 	: 	: 	: 
F08,FRE,IND,EUR_T,IE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	111.217 	71.3351 	80.6759 	: 	: 	: 	: 	: 	: 
F08,FRE,IND,EUR_T,IS,IS	174.5275 	150.6014 	213.9879 	193.3551 	162.98 	184.7884 	147.0654 	170.9861 	174.2442 	127.6525 	118.602 	132.0003 	140.1205 	74.1918 	76.2822 	80.7242 	94.7794 	: 	: 	: 	: 
F08,FRE,IND,EUR_T,NO,IS	259.2793 	316.209 	334.4065 	331.1528 	724.5209 	387.4382 	189.003 	260.243 	220.5066 	: 	102.187 	186.1292 	85.4626 	78.3579 	93.3991 	80.8237 	95.5796 	: 	: 	: 	: 
F08,FRE,IND,EUR_T,PL,IS	: 	141.259 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	129.2149 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE,IND,EUR_T,SE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	76.4012 	90.7821 	: 	: 	: 	: 
F08,FRE,IND,EUR_T,TOTAL,IS	188.1542 	142.912 	220.0948 	204.0034 	191.6975 	186.2983 	148.3228 	178.7627 	182.2447 	126.0055 	118.9216 	135.4078 	139.0544 	74.8907 	77.2491 	80.8432 	94.6314 	: 	: 	61 	97 
F08,FRE,IND,EUR_T,UK,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	113.13 	72.7063 	81.1927 	91.5371 	: 	: 	: 	: 	: 
F08,FRE,IND,TPW,DE,IS	: 	249 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE,IND,TPW,DK,IS	: 	: 	: 	: 	16950 	: 	40363.2 	37696.6 	22197.7 	13468.4 	64666.2 	56886 	75036.4 	65655.2 	105241.8 	140225 	77222.6 	: 	: 	: 	: 
F08,FRE,IND,TPW,EFTA,IS	550542 	446171 	313819 	637063 	290964 	482368.585 	590572.7 	357589.8 	287885.7 	258925.9 	470466.1 	606842.8 	565410.9 	846703.6 	950221.1 	1221674.9 	1438420.3 	: 	: 	928131 	887892 
F08,FRE,IND,TPW,EU,IS	: 	7095 	: 	: 	16950 	: 	40363.2 	37696.6 	22197.7 	13468.4 	64666.2 	56886 	80862.6 	84784.7 	109376.9 	146604.7 	81608.7 	: 	: 	: 	: 
F08,FRE,IND,TPW,IE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1160.7 	14286.7 	1960.9 	: 	: 	: 	: 	: 	: 
F08,FRE,IND,TPW,IS,IS	462024 	426361 	297904 	587834 	279407 	478774.535 	588994.5 	343750.8 	268878.5 	258925.9 	447740.9 	601089.1 	564793 	796337.7 	915053.7 	1196216 	1409335.9 	: 	: 	: 	: 
F08,FRE,IND,TPW,NO,IS	88518 	19810 	15915 	49229 	11557 	3594.05 	1578.2 	13839 	19007.2 	: 	22725.2 	5753.7 	617.9 	50365.9 	35167.4 	25458.9 	29084.4 	: 	: 	: 	: 
F08,FRE,IND,TPW,PL,IS	: 	6846 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2188.5 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE,IND,TPW,SE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3996.9 	4386.1 	: 	: 	: 	: 
F08,FRE,IND,TPW,TOTAL,IS	550542 	500941 	313819 	637063 	307914 	482368.585 	630935.9 	395286.4 	310083.4 	272394.3 	535132.3 	663728.8 	646273.5 	931488.3 	1059598 	1368279.6 	1520029 	: 	: 	928131 	887892 
F08,FRE,IND,TPW,UK,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2477 	4842.8 	2174.2 	2382.8 	: 	: 	: 	: 	: 
F08,FRE,TOTAL,EUR,DE,IS	3248491.7619 	260464.22 	3388071.7155 	3075384.8781 	3136867.846 	: 	: 	4391656.9352 	: 	: 	: 	: 	32174.258 	3393.4825 	579.4121 	7576.1923 	2020.3994 	: 	: 	: 	: 
F08,FRE,TOTAL,EUR,DK,IS	: 	: 	: 	: 	5115301.515 	: 	7304741.9319 	9381183.4232 	7088232.7282 	3274597.556 	9962605.5503 	11527600.8382 	12034744.0543 	6692949.3197 	8867543.4415 	12398544.581 	7616994.1764 	: 	: 	: 	: 
F08,FRE,TOTAL,EUR,EE,IS	: 	: 	: 	: 	: 	120644.7342 	: 	104340.423 	: 	138282.7035 	: 	: 	104073.5019 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE,TOTAL,EUR,EFTA,IS	776262362.4747 	690740916.8115 	778287426.7234 	788100687.9571 	648421058.4804 	650377070.7705 	702013179.1693 	649844383.0142 	556816886.4712 	435423920.9389 	470302986.9586 	657488594.4649 	593844638.2359 	578241336.1819 	539995747.2415 	524402883.2337 	597142377.8493 	: 	: 	475010847 	471997862 
F08,FRE,TOTAL,EUR,EU,IS	3248491.7619 	4342591.915 	4122095.5107 	3075384.8781 	8323193.0005 	1542050.0943 	8248383.5603 	14946158.3742 	7164175.8516 	3412880.2596 	9962605.5503 	11527802.5956 	12984748.2081 	8081808.0297 	9210663.4534 	12929603.1169 	8017193.9446 	: 	: 	: 	: 
F08,FRE,TOTAL,EUR,IE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	129089.5719 	1019143.1732 	158197.3723 	: 	: 	: 	: 	: 	: 
F08,FRE,TOTAL,EUR,IS,IS	751034942.5195 	675396707.6104 	766426424.9308 	769176185.1858 	639517618.0351 	648823322.2788 	701714894.6347 	645601186.6708 	550885564.8133 	435423920.9389 	467347220.9758 	655782145.3623 	593704354.6761 	573979878.1913 	536604946.7466 	522200755.8108 	594001206.7848 	: 	: 	: 	: 
F08,FRE,TOTAL,EUR,LT,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	33191.4471 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE,TOTAL,EUR,LV,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	238203.7257 	: 	: 	: 	: 
F08,FRE,TOTAL,EUR,NO,IS	25227419.9552 	15344209.2011 	11861001.7926 	18924502.7713 	8903440.4453 	1553748.4917 	298284.5346 	4243196.3434 	5931321.658 	: 	2955765.9828 	1706449.1026 	140283.5599 	4261457.9907 	3390800.4949 	2202127.4229 	3141171.0645 	: 	: 	: 	: 
F08,FRE,TOTAL,EUR,PL,IS	: 	967058.7886 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	370446.7595 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE,TOTAL,EUR,PT,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11088.3342 	767.9941 	: 	: 	: 	: 	: 	: 
F08,FRE,TOTAL,EUR,SE,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	305367.7574 	398179.3688 	: 	: 	: 	: 
F08,FRE,TOTAL,EUR,TOTAL,IS	779510854.2366 	695083508.7265 	782409522.2341 	791176072.8352 	656744251.4809 	651919120.8648 	710261562.7296 	664790541.3884 	563981062.3228 	438836801.1985 	480265592.5088 	669016397.0605 	606829386.444 	586323144.2116 	549206410.695 	537332486.3506 	605397775.5195 	: 	: 	475010847 	471997862 
F08,FRE,TOTAL,EUR,UK,IS	: 	3115068.9064 	734023.7952 	0 	71023.6395 	1421405.3602 	943641.6284 	1068977.5928 	75943.1234 	: 	: 	201.7574 	281028.6155 	355233.7201 	183575.2335 	218114.5863 	: 	: 	: 	: 	: 
F08,FRE,TOTAL,EUR_T,DE,IS	1962.8349 	597.395 	1884.3558 	1837.1475 	1461.047 	: 	: 	1525.5165 	: 	: 	: 	: 	1469.1442 	399.2332 	251.9183 	367.7763 	374.148 	: 	: 	: 	: 
F08,FRE,TOTAL,EUR_T,DK,IS	: 	: 	: 	: 	301.7877 	: 	173.0494 	233.0503 	269.8357 	170.1788 	141.2933 	182.6699 	145.0053 	94.3602 	82.4231 	86.2029 	95.8637 	: 	: 	: 	: 
F08,FRE,TOTAL,EUR_T,EE,IS	: 	: 	: 	: 	: 	823.9241 	: 	2116.4386 	: 	1140.0058 	: 	: 	1488.8913 	: 	: 	: 	: 	: 	: 	: 	: 
F08,FRE,TOTAL,EUR_T,EFTA,IS	679.2475 	693.1781 	837.4751 	658.3157 	729.9959 	598.8665 	571.6641 	703.7317 	693.7884 	544.8883 	462.0366 	578.0598 	563.7418 	419.4943 	372.0994 	316.6358 	320.6799 	: 	: 	365 	378 
F08,FRE,TOTAL,EUR_T,EU,IS	: 	479.1561 	1889.1363 	1837.1475 	434.6542 	1283.68 	193.1946 	342.0956 	272.252 	176.2542 	141.2933 	182.6719 	145.8457 	89.7175 	82.4336 	86.0653 	95.4118 	: 	: 	: 	: 
